val_patch,neighbor_patch,dx,dy,iou,neighbor_final_split
patch_x11200_y9408,patch_x11648_y8960,448,448,0.1429,embargo
patch_x11200_y9856,patch_x10752_y10304,448,448,0.1429,embargo
patch_x11200_y9856,patch_x10752_y9408,448,448,0.1429,embargo
patch_x11200_y9856,patch_x10752_y9856,448,0,0.3333,embargo
patch_x11648_y17472,patch_x11200_y17024,448,448,0.1429,embargo
patch_x11648_y17472,patch_x11648_y17024,0,448,0.3333,embargo
patch_x11648_y17472,patch_x12096_y17024,448,448,0.1429,embargo
patch_x11648_y18368,patch_x11200_y18816,448,448,0.1429,embargo
patch_x11648_y18368,patch_x11648_y18816,0,448,0.3333,embargo
patch_x11648_y18368,patch_x12096_y18816,448,448,0.1429,embargo
patch_x11648_y37632,patch_x11200_y37184,448,448,0.1429,embargo
patch_x11648_y37632,patch_x11648_y37184,0,448,0.3333,embargo
patch_x11648_y37632,patch_x12096_y37184,448,448,0.1429,embargo
patch_x11648_y38976,patch_x11200_y39424,448,448,0.1429,embargo
patch_x11648_y38976,patch_x11648_y39424,0,448,0.3333,embargo
patch_x11648_y38976,patch_x12096_y39424,448,448,0.1429,embargo
patch_x11648_y9408,patch_x11200_y8960,448,448,0.1429,embargo
patch_x11648_y9408,patch_x11648_y8960,0,448,0.3333,embargo
patch_x11648_y9408,patch_x12096_y8960,448,448,0.1429,embargo
patch_x12096_y17472,patch_x11648_y17024,448,448,0.1429,embargo
patch_x12096_y17472,patch_x12096_y17024,0,448,0.3333,embargo
patch_x12096_y17472,patch_x12544_y17024,448,448,0.1429,embargo
patch_x12096_y18368,patch_x11648_y18816,448,448,0.1429,embargo
patch_x12096_y18368,patch_x12096_y18816,0,448,0.3333,embargo
patch_x12096_y18368,patch_x12544_y18816,448,448,0.1429,embargo
patch_x12096_y37632,patch_x11648_y37184,448,448,0.1429,embargo
patch_x12096_y37632,patch_x12096_y37184,0,448,0.3333,embargo
patch_x12096_y37632,patch_x12544_y37184,448,448,0.1429,embargo
patch_x12096_y37632,patch_x12544_y37632,448,0,0.3333,embargo
patch_x12096_y37632,patch_x12544_y38080,448,448,0.1429,embargo
patch_x12096_y38080,patch_x12544_y37632,448,448,0.1429,embargo
patch_x12096_y38080,patch_x12544_y38080,448,0,0.3333,embargo
patch_x12096_y38080,patch_x12544_y38528,448,448,0.1429,embargo
patch_x12096_y38528,patch_x12544_y38080,448,448,0.1429,embargo
patch_x12096_y38528,patch_x12544_y38528,448,0,0.3333,embargo
patch_x12096_y38528,patch_x12544_y38976,448,448,0.1429,embargo
patch_x12096_y38976,patch_x11648_y39424,448,448,0.1429,embargo
patch_x12096_y38976,patch_x12096_y39424,0,448,0.3333,embargo
patch_x12096_y38976,patch_x12544_y38528,448,448,0.1429,embargo
patch_x12096_y38976,patch_x12544_y38976,448,0,0.3333,embargo
patch_x12096_y9408,patch_x11648_y8960,448,448,0.1429,embargo
patch_x12096_y9408,patch_x12096_y8960,0,448,0.3333,embargo
patch_x12096_y9408,patch_x12544_y9408,448,0,0.3333,embargo
patch_x12096_y9408,patch_x12544_y9856,448,448,0.1429,embargo
patch_x12096_y9856,patch_x12544_y10304,448,448,0.1429,embargo
patch_x12096_y9856,patch_x12544_y9408,448,448,0.1429,embargo
patch_x12096_y9856,patch_x12544_y9856,448,0,0.3333,embargo
patch_x12544_y17472,patch_x12096_y17024,448,448,0.1429,embargo
patch_x12544_y17472,patch_x12544_y17024,0,448,0.3333,embargo
patch_x12544_y17472,patch_x12992_y17024,448,448,0.1429,embargo
patch_x12544_y18368,patch_x12096_y18816,448,448,0.1429,embargo
patch_x12544_y18368,patch_x12544_y18816,0,448,0.3333,embargo
patch_x12544_y18368,patch_x12992_y18816,448,448,0.1429,embargo
patch_x12544_y26880,patch_x12096_y26432,448,448,0.1429,embargo
patch_x12544_y26880,patch_x12096_y26880,448,0,0.3333,embargo
patch_x12544_y26880,patch_x12096_y27328,448,448,0.1429,embargo
patch_x12544_y26880,patch_x12544_y26432,0,448,0.3333,embargo
patch_x12544_y27328,patch_x12096_y26880,448,448,0.1429,embargo
patch_x12544_y27328,patch_x12096_y27328,448,0,0.3333,embargo
patch_x12544_y27328,patch_x12096_y27776,448,448,0.1429,embargo
patch_x12544_y27776,patch_x12096_y27328,448,448,0.1429,embargo
patch_x12544_y27776,patch_x12096_y27776,448,0,0.3333,embargo
patch_x12544_y27776,patch_x12096_y28224,448,448,0.1429,embargo
patch_x12544_y27776,patch_x12544_y28224,0,448,0.3333,embargo
patch_x12544_y27776,patch_x12992_y28224,448,448,0.1429,embargo
patch_x12544_y8064,patch_x12096_y7616,448,448,0.1429,embargo
patch_x12544_y8064,patch_x12096_y8064,448,0,0.3333,embargo
patch_x12544_y8064,patch_x12096_y8512,448,448,0.1429,embargo
patch_x12544_y8064,patch_x12544_y7616,0,448,0.3333,embargo
patch_x12544_y8064,patch_x12992_y7616,448,448,0.1429,embargo
patch_x12544_y8512,patch_x12096_y8064,448,448,0.1429,embargo
patch_x12544_y8512,patch_x12096_y8512,448,0,0.3333,embargo
patch_x12544_y8512,patch_x12096_y8960,448,448,0.1429,embargo
patch_x12544_y8960,patch_x12096_y8512,448,448,0.1429,embargo
patch_x12544_y8960,patch_x12096_y8960,448,0,0.3333,embargo
patch_x12544_y8960,patch_x12544_y9408,0,448,0.3333,embargo
patch_x12544_y8960,patch_x12992_y9408,448,448,0.1429,embargo
patch_x12992_y17472,patch_x12544_y17024,448,448,0.1429,embargo
patch_x12992_y17472,patch_x12992_y17024,0,448,0.3333,embargo
patch_x12992_y18368,patch_x12544_y18816,448,448,0.1429,embargo
patch_x12992_y18368,patch_x12992_y18816,0,448,0.3333,embargo
patch_x12992_y18368,patch_x13440_y18816,448,448,0.1429,embargo
patch_x12992_y27776,patch_x12544_y28224,448,448,0.1429,embargo
patch_x12992_y27776,patch_x12992_y28224,0,448,0.3333,embargo
patch_x12992_y27776,patch_x13440_y28224,448,448,0.1429,embargo
patch_x12992_y8064,patch_x12544_y7616,448,448,0.1429,embargo
patch_x12992_y8064,patch_x12992_y7616,0,448,0.3333,embargo
patch_x12992_y8064,patch_x13440_y7616,448,448,0.1429,embargo
patch_x12992_y8960,patch_x12544_y9408,448,448,0.1429,embargo
patch_x12992_y8960,patch_x12992_y9408,0,448,0.3333,embargo
patch_x12992_y8960,patch_x13440_y9408,448,448,0.1429,embargo
patch_x13440_y17472,patch_x12992_y17024,448,448,0.1429,embargo
patch_x13440_y18368,patch_x12992_y18816,448,448,0.1429,embargo
patch_x13440_y18368,patch_x13440_y18816,0,448,0.3333,embargo
patch_x13440_y18368,patch_x13888_y18816,448,448,0.1429,embargo
patch_x13440_y27776,patch_x12992_y28224,448,448,0.1429,embargo
patch_x13440_y27776,patch_x13440_y28224,0,448,0.3333,embargo
patch_x13440_y27776,patch_x13888_y28224,448,448,0.1429,embargo
patch_x13440_y5824,patch_x12992_y6272,448,448,0.1429,embargo
patch_x13440_y5824,patch_x13440_y6272,0,448,0.3333,embargo
patch_x13440_y5824,patch_x13888_y6272,448,448,0.1429,embargo
patch_x13440_y8064,patch_x12992_y7616,448,448,0.1429,embargo
patch_x13440_y8064,patch_x13440_y7616,0,448,0.3333,embargo
patch_x13440_y8064,patch_x13888_y7616,448,448,0.1429,embargo
patch_x13440_y8960,patch_x12992_y9408,448,448,0.1429,embargo
patch_x13440_y8960,patch_x13440_y9408,0,448,0.3333,embargo
patch_x13440_y8960,patch_x13888_y9408,448,448,0.1429,embargo
patch_x13888_y18368,patch_x13440_y18816,448,448,0.1429,embargo
patch_x13888_y18368,patch_x13888_y18816,0,448,0.3333,embargo
patch_x13888_y18368,patch_x14336_y18368,448,0,0.3333,embargo
patch_x13888_y18368,patch_x14336_y18816,448,448,0.1429,embargo
patch_x13888_y27776,patch_x13440_y28224,448,448,0.1429,embargo
patch_x13888_y27776,patch_x13888_y28224,0,448,0.3333,embargo
patch_x13888_y27776,patch_x14336_y27776,448,0,0.3333,embargo
patch_x13888_y27776,patch_x14336_y28224,448,448,0.1429,embargo
patch_x13888_y5824,patch_x13440_y6272,448,448,0.1429,embargo
patch_x13888_y5824,patch_x13888_y6272,0,448,0.3333,embargo
patch_x13888_y5824,patch_x14336_y6272,448,448,0.1429,embargo
patch_x13888_y8064,patch_x13440_y7616,448,448,0.1429,embargo
patch_x13888_y8064,patch_x13888_y7616,0,448,0.3333,embargo
patch_x13888_y8064,patch_x14336_y7616,448,448,0.1429,embargo
patch_x13888_y8064,patch_x14336_y8064,448,0,0.3333,embargo
patch_x13888_y8064,patch_x14336_y8512,448,448,0.1429,embargo
patch_x13888_y8512,patch_x14336_y8064,448,448,0.1429,embargo
patch_x13888_y8512,patch_x14336_y8512,448,0,0.3333,embargo
patch_x13888_y8512,patch_x14336_y8960,448,448,0.1429,embargo
patch_x13888_y8960,patch_x13440_y9408,448,448,0.1429,embargo
patch_x13888_y8960,patch_x13888_y9408,0,448,0.3333,embargo
patch_x13888_y8960,patch_x14336_y8512,448,448,0.1429,embargo
patch_x13888_y8960,patch_x14336_y8960,448,0,0.3333,embargo
patch_x13888_y8960,patch_x14336_y9408,448,448,0.1429,embargo
patch_x14336_y4928,patch_x14336_y4480,0,448,0.3333,embargo
patch_x14336_y4928,patch_x14784_y4480,448,448,0.1429,embargo
patch_x14336_y5824,patch_x13888_y6272,448,448,0.1429,embargo
patch_x14336_y5824,patch_x14336_y6272,0,448,0.3333,embargo
patch_x14336_y5824,patch_x14784_y6272,448,448,0.1429,embargo
patch_x14784_y4928,patch_x14336_y4480,448,448,0.1429,embargo
patch_x14784_y4928,patch_x14784_y4480,0,448,0.3333,embargo
patch_x14784_y5824,patch_x14336_y6272,448,448,0.1429,embargo
patch_x14784_y5824,patch_x14784_y6272,0,448,0.3333,embargo
patch_x15232_y4928,patch_x14784_y4480,448,448,0.1429,embargo
patch_x15680_y36288,patch_x15232_y35840,448,448,0.1429,embargo
patch_x15680_y36288,patch_x15232_y36288,448,0,0.3333,embargo
patch_x15680_y36288,patch_x15232_y36736,448,448,0.1429,embargo
patch_x15680_y36288,patch_x15680_y35840,0,448,0.3333,embargo
patch_x15680_y36288,patch_x16128_y35840,448,448,0.1429,embargo
patch_x15680_y36736,patch_x15232_y36288,448,448,0.1429,embargo
patch_x15680_y36736,patch_x15232_y36736,448,0,0.3333,embargo
patch_x15680_y36736,patch_x15232_y37184,448,448,0.1429,embargo
patch_x15680_y37184,patch_x15232_y36736,448,448,0.1429,embargo
patch_x15680_y37184,patch_x15232_y37184,448,0,0.3333,embargo
patch_x16128_y36288,patch_x15680_y35840,448,448,0.1429,embargo
patch_x16128_y36288,patch_x16128_y35840,0,448,0.3333,embargo
patch_x16128_y36288,patch_x16576_y35840,448,448,0.1429,embargo
patch_x16576_y36288,patch_x16128_y35840,448,448,0.1429,embargo
patch_x16576_y36288,patch_x16576_y35840,0,448,0.3333,embargo
patch_x16576_y36288,patch_x17024_y35840,448,448,0.1429,embargo
patch_x17024_y36288,patch_x16576_y35840,448,448,0.1429,embargo
patch_x17024_y36288,patch_x17024_y35840,0,448,0.3333,embargo
patch_x17472_y23744,patch_x17024_y23296,448,448,0.1429,embargo
patch_x17472_y23744,patch_x17024_y23744,448,0,0.3333,embargo
patch_x17472_y23744,patch_x17024_y24192,448,448,0.1429,embargo
patch_x17472_y23744,patch_x17472_y23296,0,448,0.3333,embargo
patch_x17472_y23744,patch_x17920_y23296,448,448,0.1429,embargo
patch_x17472_y24192,patch_x17024_y23744,448,448,0.1429,embargo
patch_x17472_y24192,patch_x17024_y24192,448,0,0.3333,embargo
patch_x17472_y24192,patch_x17024_y24640,448,448,0.1429,embargo
patch_x17472_y24640,patch_x17024_y24192,448,448,0.1429,embargo
patch_x17472_y24640,patch_x17024_y24640,448,0,0.3333,embargo
patch_x17472_y24640,patch_x17024_y25088,448,448,0.1429,embargo
patch_x17472_y24640,patch_x17472_y25088,0,448,0.3333,embargo
patch_x17472_y24640,patch_x17920_y25088,448,448,0.1429,embargo
patch_x17472_y26880,patch_x17024_y26432,448,448,0.1429,embargo
patch_x17472_y26880,patch_x17024_y26880,448,0,0.3333,embargo
patch_x17472_y26880,patch_x17024_y27328,448,448,0.1429,embargo
patch_x17472_y26880,patch_x17472_y26432,0,448,0.3333,embargo
patch_x17472_y26880,patch_x17920_y26432,448,448,0.1429,embargo
patch_x17472_y27328,patch_x17024_y26880,448,448,0.1429,embargo
patch_x17472_y27328,patch_x17024_y27328,448,0,0.3333,embargo
patch_x17472_y27328,patch_x17024_y27776,448,448,0.1429,embargo
patch_x17472_y27776,patch_x17024_y27328,448,448,0.1429,embargo
patch_x17472_y27776,patch_x17024_y27776,448,0,0.3333,embargo
patch_x17472_y27776,patch_x17024_y28224,448,448,0.1429,embargo
patch_x17472_y27776,patch_x17472_y28224,0,448,0.3333,embargo
patch_x17472_y27776,patch_x17920_y28224,448,448,0.1429,embargo
patch_x17920_y23744,patch_x17472_y23296,448,448,0.1429,embargo
patch_x17920_y23744,patch_x17920_y23296,0,448,0.3333,embargo
patch_x17920_y24640,patch_x17472_y25088,448,448,0.1429,embargo
patch_x17920_y24640,patch_x17920_y25088,0,448,0.3333,embargo
patch_x17920_y24640,patch_x18368_y25088,448,448,0.1429,embargo
patch_x17920_y26880,patch_x17472_y26432,448,448,0.1429,embargo
patch_x17920_y26880,patch_x17920_y26432,0,448,0.3333,embargo
patch_x17920_y26880,patch_x18368_y26432,448,448,0.1429,embargo
patch_x17920_y27776,patch_x17472_y28224,448,448,0.1429,embargo
patch_x17920_y27776,patch_x17920_y28224,0,448,0.3333,embargo
patch_x17920_y27776,patch_x18368_y28224,448,448,0.1429,embargo
patch_x18368_y24640,patch_x17920_y25088,448,448,0.1429,embargo
patch_x18368_y24640,patch_x18368_y25088,0,448,0.3333,embargo
patch_x18368_y24640,patch_x18816_y25088,448,448,0.1429,embargo
patch_x18368_y26880,patch_x17920_y26432,448,448,0.1429,embargo
patch_x18368_y26880,patch_x18368_y26432,0,448,0.3333,embargo
patch_x18368_y26880,patch_x18816_y26432,448,448,0.1429,embargo
patch_x18368_y26880,patch_x18816_y26880,448,0,0.3333,embargo
patch_x18368_y26880,patch_x18816_y27328,448,448,0.1429,embargo
patch_x18368_y27328,patch_x18816_y26880,448,448,0.1429,embargo
patch_x18368_y27328,patch_x18816_y27328,448,0,0.3333,embargo
patch_x18368_y27328,patch_x18816_y27776,448,448,0.1429,embargo
patch_x18368_y27776,patch_x17920_y28224,448,448,0.1429,embargo
patch_x18368_y27776,patch_x18368_y28224,0,448,0.3333,embargo
patch_x18368_y27776,patch_x18816_y27328,448,448,0.1429,embargo
patch_x18368_y27776,patch_x18816_y27776,448,0,0.3333,embargo
patch_x18368_y27776,patch_x18816_y28224,448,448,0.1429,embargo
patch_x18816_y30016,patch_x18368_y29568,448,448,0.1429,embargo
patch_x18816_y30016,patch_x18368_y30016,448,0,0.3333,embargo
patch_x18816_y30016,patch_x18368_y30464,448,448,0.1429,embargo
patch_x18816_y30016,patch_x18816_y29568,0,448,0.3333,embargo
patch_x18816_y30016,patch_x19264_y29568,448,448,0.1429,embargo
patch_x18816_y30464,patch_x18368_y30016,448,448,0.1429,embargo
patch_x18816_y30464,patch_x18368_y30464,448,0,0.3333,embargo
patch_x18816_y30464,patch_x18368_y30912,448,448,0.1429,embargo
patch_x18816_y30912,patch_x18368_y30464,448,448,0.1429,embargo
patch_x18816_y30912,patch_x18368_y30912,448,0,0.3333,embargo
patch_x18816_y30912,patch_x18368_y31360,448,448,0.1429,embargo
patch_x18816_y30912,patch_x18816_y31360,0,448,0.3333,embargo
patch_x18816_y30912,patch_x19264_y31360,448,448,0.1429,embargo
patch_x19264_y30016,patch_x18816_y29568,448,448,0.1429,embargo
patch_x19264_y30016,patch_x19264_y29568,0,448,0.3333,embargo
patch_x19264_y30016,patch_x19712_y29568,448,448,0.1429,embargo
patch_x19264_y30912,patch_x18816_y31360,448,448,0.1429,embargo
patch_x19264_y30912,patch_x19264_y31360,0,448,0.3333,embargo
patch_x19264_y30912,patch_x19712_y31360,448,448,0.1429,embargo
patch_x19712_y30016,patch_x19264_y29568,448,448,0.1429,embargo
patch_x19712_y30016,patch_x19712_y29568,0,448,0.3333,embargo
patch_x19712_y30016,patch_x20160_y29568,448,448,0.1429,embargo
patch_x19712_y30912,patch_x19264_y31360,448,448,0.1429,embargo
patch_x19712_y30912,patch_x19712_y31360,0,448,0.3333,embargo
patch_x19712_y30912,patch_x20160_y31360,448,448,0.1429,embargo
patch_x20160_y30016,patch_x19712_y29568,448,448,0.1429,embargo
patch_x20160_y30016,patch_x20160_y29568,0,448,0.3333,embargo
patch_x20160_y30016,patch_x20608_y29568,448,448,0.1429,embargo
patch_x20160_y30016,patch_x20608_y30016,448,0,0.3333,embargo
patch_x20160_y30016,patch_x20608_y30464,448,448,0.1429,embargo
patch_x20160_y30464,patch_x20608_y30016,448,448,0.1429,embargo
patch_x20160_y30464,patch_x20608_y30464,448,0,0.3333,embargo
patch_x20160_y30464,patch_x20608_y30912,448,448,0.1429,embargo
patch_x20160_y30912,patch_x19712_y31360,448,448,0.1429,embargo
patch_x20160_y30912,patch_x20160_y31360,0,448,0.3333,embargo
patch_x20160_y30912,patch_x20608_y30464,448,448,0.1429,embargo
patch_x20160_y30912,patch_x20608_y30912,448,0,0.3333,embargo
patch_x20160_y30912,patch_x20608_y31360,448,448,0.1429,embargo
patch_x23744_y12544,patch_x23296_y12096,448,448,0.1429,embargo
patch_x23744_y12544,patch_x23296_y12544,448,0,0.3333,embargo
patch_x23744_y12544,patch_x23296_y12992,448,448,0.1429,embargo
patch_x23744_y12544,patch_x23744_y12096,0,448,0.3333,embargo
patch_x23744_y12992,patch_x23296_y12544,448,448,0.1429,embargo
patch_x23744_y12992,patch_x23296_y12992,448,0,0.3333,embargo
patch_x23744_y12992,patch_x23296_y13440,448,448,0.1429,embargo
patch_x23744_y13440,patch_x23296_y12992,448,448,0.1429,embargo
patch_x23744_y13440,patch_x23296_y13440,448,0,0.3333,embargo
patch_x23744_y13440,patch_x23296_y13888,448,448,0.1429,embargo
patch_x23744_y13888,patch_x23296_y13440,448,448,0.1429,embargo
patch_x23744_y13888,patch_x23296_y13888,448,0,0.3333,embargo
patch_x23744_y13888,patch_x23296_y14336,448,448,0.1429,embargo
patch_x23744_y13888,patch_x23744_y14336,0,448,0.3333,embargo
patch_x23744_y13888,patch_x24192_y14336,448,448,0.1429,embargo
patch_x24192_y12544,patch_x23744_y12096,448,448,0.1429,embargo
patch_x24192_y13888,patch_x23744_y14336,448,448,0.1429,embargo
patch_x24192_y13888,patch_x24192_y14336,0,448,0.3333,embargo
patch_x24192_y13888,patch_x24640_y14336,448,448,0.1429,embargo
patch_x24640_y12992,patch_x25088_y13440,448,448,0.1429,embargo
patch_x24640_y13440,patch_x25088_y13440,448,0,0.3333,embargo
patch_x24640_y13440,patch_x25088_y13888,448,448,0.1429,embargo
patch_x24640_y13888,patch_x24192_y14336,448,448,0.1429,embargo
patch_x24640_y13888,patch_x24640_y14336,0,448,0.3333,embargo
patch_x24640_y13888,patch_x25088_y13440,448,448,0.1429,embargo
patch_x24640_y13888,patch_x25088_y13888,448,0,0.3333,embargo
patch_x24640_y13888,patch_x25088_y14336,448,448,0.1429,embargo
patch_x25088_y20608,patch_x24640_y20608,448,0,0.3333,embargo
patch_x25088_y20608,patch_x24640_y21056,448,448,0.1429,embargo
patch_x25088_y20608,patch_x25088_y20160,0,448,0.3333,embargo
patch_x25088_y20608,patch_x25536_y20160,448,448,0.1429,embargo
patch_x25088_y21056,patch_x24640_y20608,448,448,0.1429,embargo
patch_x25088_y21056,patch_x24640_y21056,448,0,0.3333,embargo
patch_x25088_y21056,patch_x24640_y21504,448,448,0.1429,embargo
patch_x25088_y21504,patch_x24640_y21056,448,448,0.1429,embargo
patch_x25088_y21504,patch_x24640_y21504,448,0,0.3333,embargo
patch_x25088_y21504,patch_x24640_y21952,448,448,0.1429,embargo
patch_x25088_y21504,patch_x25088_y21952,0,448,0.3333,embargo
patch_x25088_y21504,patch_x25536_y21952,448,448,0.1429,embargo
patch_x25536_y20608,patch_x25088_y20160,448,448,0.1429,embargo
patch_x25536_y20608,patch_x25536_y20160,0,448,0.3333,embargo
patch_x25536_y20608,patch_x25984_y20160,448,448,0.1429,embargo
patch_x25536_y21504,patch_x25088_y21952,448,448,0.1429,embargo
patch_x25536_y21504,patch_x25536_y21952,0,448,0.3333,embargo
patch_x25536_y21504,patch_x25984_y21952,448,448,0.1429,embargo
patch_x25984_y20608,patch_x25536_y20160,448,448,0.1429,embargo
patch_x25984_y20608,patch_x25984_y20160,0,448,0.3333,embargo
patch_x25984_y20608,patch_x26432_y20160,448,448,0.1429,embargo
patch_x25984_y21504,patch_x25536_y21952,448,448,0.1429,embargo
patch_x25984_y21504,patch_x25984_y21952,0,448,0.3333,embargo
patch_x25984_y21504,patch_x26432_y21952,448,448,0.1429,embargo
patch_x26432_y20608,patch_x25984_y20160,448,448,0.1429,embargo
patch_x26432_y20608,patch_x26432_y20160,0,448,0.3333,embargo
patch_x26432_y20608,patch_x26880_y20160,448,448,0.1429,embargo
patch_x26432_y20608,patch_x26880_y20608,448,0,0.3333,embargo
patch_x26432_y20608,patch_x26880_y21056,448,448,0.1429,embargo
patch_x26432_y21056,patch_x26880_y20608,448,448,0.1429,embargo
patch_x26432_y21056,patch_x26880_y21056,448,0,0.3333,embargo
patch_x26432_y21056,patch_x26880_y21504,448,448,0.1429,embargo
patch_x26432_y21504,patch_x25984_y21952,448,448,0.1429,embargo
patch_x26432_y21504,patch_x26432_y21952,0,448,0.3333,embargo
patch_x26432_y21504,patch_x26880_y21056,448,448,0.1429,embargo
patch_x26432_y21504,patch_x26880_y21504,448,0,0.3333,embargo
patch_x26432_y21504,patch_x26880_y21952,448,448,0.1429,embargo
patch_x28224_y25088,patch_x27776_y24640,448,448,0.1429,embargo
patch_x28224_y25088,patch_x27776_y25088,448,0,0.3333,embargo
patch_x28224_y25088,patch_x27776_y25536,448,448,0.1429,embargo
patch_x28224_y25088,patch_x28224_y24640,0,448,0.3333,embargo
patch_x28224_y25088,patch_x28672_y24640,448,448,0.1429,embargo
patch_x28224_y25536,patch_x27776_y25088,448,448,0.1429,embargo
patch_x28224_y25536,patch_x27776_y25536,448,0,0.3333,embargo
patch_x28224_y25536,patch_x27776_y25984,448,448,0.1429,embargo
patch_x28224_y25984,patch_x27776_y25536,448,448,0.1429,embargo
patch_x28224_y25984,patch_x27776_y25984,448,0,0.3333,embargo
patch_x28224_y25984,patch_x27776_y26432,448,448,0.1429,embargo
patch_x28224_y26432,patch_x27776_y25984,448,448,0.1429,embargo
patch_x28224_y26432,patch_x27776_y26432,448,0,0.3333,embargo
patch_x28224_y26432,patch_x27776_y26880,448,448,0.1429,embargo
patch_x28224_y26432,patch_x28224_y26880,0,448,0.3333,embargo
patch_x28224_y26432,patch_x28672_y26880,448,448,0.1429,embargo
patch_x28672_y25088,patch_x28224_y24640,448,448,0.1429,embargo
patch_x28672_y25088,patch_x28672_y24640,0,448,0.3333,embargo
patch_x28672_y25088,patch_x29120_y24640,448,448,0.1429,embargo
patch_x28672_y26432,patch_x28224_y26880,448,448,0.1429,embargo
patch_x28672_y26432,patch_x28672_y26880,0,448,0.3333,embargo
patch_x28672_y26432,patch_x29120_y26880,448,448,0.1429,embargo
patch_x29120_y25088,patch_x28672_y24640,448,448,0.1429,embargo
patch_x29120_y25088,patch_x29120_y24640,0,448,0.3333,embargo
patch_x29120_y25088,patch_x29568_y24640,448,448,0.1429,embargo
patch_x29120_y26432,patch_x28672_y26880,448,448,0.1429,embargo
patch_x29120_y26432,patch_x29120_y26880,0,448,0.3333,embargo
patch_x29120_y26432,patch_x29568_y26880,448,448,0.1429,embargo
patch_x29568_y25088,patch_x29120_y24640,448,448,0.1429,embargo
patch_x29568_y25088,patch_x29568_y24640,0,448,0.3333,embargo
patch_x29568_y25088,patch_x30016_y25088,448,0,0.3333,embargo
patch_x29568_y25088,patch_x30016_y25536,448,448,0.1429,embargo
patch_x29568_y25536,patch_x30016_y25088,448,448,0.1429,embargo
patch_x29568_y25536,patch_x30016_y25536,448,0,0.3333,embargo
patch_x29568_y25536,patch_x30016_y25984,448,448,0.1429,embargo
patch_x29568_y25984,patch_x30016_y25536,448,448,0.1429,embargo
patch_x29568_y25984,patch_x30016_y25984,448,0,0.3333,embargo
patch_x29568_y25984,patch_x30016_y26432,448,448,0.1429,embargo
patch_x29568_y26432,patch_x29120_y26880,448,448,0.1429,embargo
patch_x29568_y26432,patch_x29568_y26880,0,448,0.3333,embargo
patch_x29568_y26432,patch_x30016_y25984,448,448,0.1429,embargo
patch_x29568_y26432,patch_x30016_y26432,448,0,0.3333,embargo
patch_x29568_y26432,patch_x30016_y26880,448,448,0.1429,embargo
patch_x30016_y23744,patch_x29568_y23296,448,448,0.1429,embargo
patch_x30016_y23744,patch_x29568_y23744,448,0,0.3333,embargo
patch_x30016_y23744,patch_x29568_y24192,448,448,0.1429,embargo
patch_x30016_y23744,patch_x30016_y23296,0,448,0.3333,embargo
patch_x30016_y23744,patch_x30464_y23296,448,448,0.1429,embargo
patch_x30016_y24192,patch_x29568_y23744,448,448,0.1429,embargo
patch_x30016_y24192,patch_x29568_y24192,448,0,0.3333,embargo
patch_x30016_y24192,patch_x29568_y24640,448,448,0.1429,embargo
patch_x30016_y24640,patch_x29568_y24192,448,448,0.1429,embargo
patch_x30016_y24640,patch_x29568_y24640,448,0,0.3333,embargo
patch_x30016_y24640,patch_x30016_y25088,0,448,0.3333,embargo
patch_x30016_y24640,patch_x30464_y25088,448,448,0.1429,embargo
patch_x30016_y28224,patch_x29568_y27776,448,448,0.1429,embargo
patch_x30016_y28224,patch_x29568_y28224,448,0,0.3333,embargo
patch_x30016_y28224,patch_x29568_y28672,448,448,0.1429,embargo
patch_x30016_y28224,patch_x30016_y27776,0,448,0.3333,embargo
patch_x30016_y28224,patch_x30464_y27776,448,448,0.1429,embargo
patch_x30016_y28672,patch_x29568_y28224,448,448,0.1429,embargo
patch_x30016_y28672,patch_x29568_y28672,448,0,0.3333,embargo
patch_x30016_y28672,patch_x29568_y29120,448,448,0.1429,embargo
patch_x30016_y29120,patch_x29568_y28672,448,448,0.1429,embargo
patch_x30016_y29120,patch_x29568_y29120,448,0,0.3333,embargo
patch_x30016_y29120,patch_x29568_y29568,448,448,0.1429,embargo
patch_x30016_y29568,patch_x29568_y29120,448,448,0.1429,embargo
patch_x30016_y29568,patch_x29568_y29568,448,0,0.3333,embargo
patch_x30016_y29568,patch_x29568_y30016,448,448,0.1429,embargo
patch_x30016_y29568,patch_x30016_y30016,0,448,0.3333,embargo
patch_x30464_y23744,patch_x30016_y23296,448,448,0.1429,embargo
patch_x30464_y23744,patch_x30464_y23296,0,448,0.3333,embargo
patch_x30464_y23744,patch_x30912_y23296,448,448,0.1429,embargo
patch_x30464_y24640,patch_x30016_y25088,448,448,0.1429,embargo
patch_x30464_y24640,patch_x30464_y25088,0,448,0.3333,embargo
patch_x30464_y24640,patch_x30912_y25088,448,448,0.1429,embargo
patch_x30912_y23744,patch_x30464_y23296,448,448,0.1429,embargo
patch_x30912_y23744,patch_x30912_y23296,0,448,0.3333,embargo
patch_x30912_y23744,patch_x31360_y23296,448,448,0.1429,embargo
patch_x30912_y23744,patch_x31360_y23744,448,0,0.3333,embargo
patch_x30912_y23744,patch_x31360_y24192,448,448,0.1429,embargo
patch_x30912_y24192,patch_x31360_y23744,448,448,0.1429,embargo
patch_x30912_y24192,patch_x31360_y24192,448,0,0.3333,embargo
patch_x30912_y24640,patch_x30464_y25088,448,448,0.1429,embargo
patch_x30912_y24640,patch_x30912_y25088,0,448,0.3333,embargo
