patient_id,patch_id,x,y,role,sampling_method,calibration_fraction,repeat,seed
XZY,patch_x15792_y3920,15792,3920,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y4144,15792,4144,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y4368,15792,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y4592,15792,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y4816,15792,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y5040,15792,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y5264,15792,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y5488,15792,5488,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y5712,15792,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y5936,15792,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y6160,15792,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y6384,15792,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y6608,15792,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y6832,15792,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y7056,15792,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y7280,15792,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y7504,15792,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y7728,15792,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y7952,15792,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y8176,15792,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y8400,15792,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y8624,15792,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y8848,15792,8848,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y9072,15792,9072,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y9296,15792,9296,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y9520,15792,9520,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y9744,15792,9744,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y9968,15792,9968,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y10192,16016,10192,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y10416,16016,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y10640,16016,10640,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y10864,16016,10864,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y11088,16016,11088,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y11312,16016,11312,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y11536,16016,11536,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y11760,16016,11760,calibration,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y3920,16016,3920,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y4144,16016,4144,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y4368,16016,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y4592,16016,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y4816,16016,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y5040,16016,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y5264,16016,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y5488,16016,5488,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y5712,16016,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y5936,16016,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y6160,16016,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y6384,16016,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y6608,16016,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y6832,16016,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y7056,16016,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y7280,16016,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y7504,16016,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y7728,16016,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y7952,16016,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y8176,16016,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y8400,16016,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y8624,16016,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y8848,16016,8848,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y9072,16016,9072,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y9296,16016,9296,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y9520,16016,9520,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y9744,16016,9744,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16016_y9968,16016,9968,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y10192,16240,10192,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y10416,16240,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y10640,16240,10640,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y10864,16240,10864,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y11088,16240,11088,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y11312,16240,11312,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y11536,16240,11536,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y11760,16240,11760,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y3472,16240,3472,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y3696,16240,3696,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y3920,16240,3920,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y4144,16240,4144,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y4368,16240,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y4592,16240,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y4816,16240,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y5040,16240,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y5264,16240,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y5488,16240,5488,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y5712,16240,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y5936,16240,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y6160,16240,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y6384,16240,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y6608,16240,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y6832,16240,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y7056,16240,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y7280,16240,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y7504,16240,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y7728,16240,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y7952,16240,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y8176,16240,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y8400,16240,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y8624,16240,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y8848,16240,8848,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y9072,16240,9072,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y9296,16240,9296,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y9520,16240,9520,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y9744,16240,9744,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16240_y9968,16240,9968,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y10192,16464,10192,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y10416,16464,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y10640,16464,10640,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y10864,16464,10864,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y11088,16464,11088,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y11312,16464,11312,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y11536,16464,11536,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y11760,16464,11760,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y3696,16464,3696,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y3920,16464,3920,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y4144,16464,4144,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y4368,16464,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y4592,16464,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y4816,16464,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y5040,16464,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y5264,16464,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y5488,16464,5488,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y5712,16464,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y5936,16464,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y6160,16464,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y6384,16464,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y6608,16464,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y6832,16464,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y7056,16464,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y7280,16464,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y7504,16464,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y7728,16464,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y7952,16464,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y8176,16464,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y8400,16464,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y8624,16464,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y8848,16464,8848,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y9072,16464,9072,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y9296,16464,9296,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y9520,16464,9520,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16464_y9968,16464,9968,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y10192,16688,10192,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y10416,16688,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y10640,16688,10640,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y10864,16688,10864,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y11088,16688,11088,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y11312,16688,11312,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y11536,16688,11536,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y3920,16688,3920,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y4144,16688,4144,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y4368,16688,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y4592,16688,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y4816,16688,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y5040,16688,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y5264,16688,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y5488,16688,5488,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y5712,16688,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y5936,16688,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y6160,16688,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y6384,16688,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y6608,16688,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y6832,16688,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y7056,16688,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y7280,16688,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y7504,16688,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y7728,16688,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y7952,16688,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y8176,16688,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y8400,16688,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y8624,16688,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y8848,16688,8848,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y9072,16688,9072,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y9296,16688,9296,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y9520,16688,9520,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y9744,16688,9744,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16688_y9968,16688,9968,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y10192,16912,10192,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y10416,16912,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y10640,16912,10640,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y10864,16912,10864,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y11088,16912,11088,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y11312,16912,11312,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y3920,16912,3920,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y4144,16912,4144,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y4368,16912,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y4592,16912,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y4816,16912,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y5040,16912,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y5264,16912,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y5488,16912,5488,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y5712,16912,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y5936,16912,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y6160,16912,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y6384,16912,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y6608,16912,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y6832,16912,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y7056,16912,7056,calibration,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y7280,16912,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y7504,16912,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y7728,16912,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y7952,16912,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y8176,16912,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y8400,16912,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y8624,16912,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y8848,16912,8848,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y9072,16912,9072,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y9296,16912,9296,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y9520,16912,9520,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y9744,16912,9744,test,spatial_stratified,0.01,130,20260855
XZY,patch_x16912_y9968,16912,9968,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y10192,17136,10192,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y10416,17136,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y10640,17136,10640,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y10864,17136,10864,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y11088,17136,11088,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y11312,17136,11312,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y11536,17136,11536,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y3920,17136,3920,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y4144,17136,4144,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y4368,17136,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y4592,17136,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y4816,17136,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y5040,17136,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y5264,17136,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y5488,17136,5488,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y5712,17136,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y5936,17136,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y6160,17136,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y6384,17136,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y6608,17136,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y6832,17136,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y7056,17136,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y7280,17136,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y7504,17136,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y7728,17136,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y7952,17136,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y8176,17136,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y8400,17136,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y8624,17136,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y8848,17136,8848,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y9072,17136,9072,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y9296,17136,9296,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y9520,17136,9520,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y9744,17136,9744,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17136_y9968,17136,9968,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y10192,17360,10192,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y10416,17360,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y10640,17360,10640,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y10864,17360,10864,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y11088,17360,11088,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y11312,17360,11312,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y11536,17360,11536,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y3920,17360,3920,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y4144,17360,4144,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y4368,17360,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y4592,17360,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y4816,17360,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y5040,17360,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y5264,17360,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y5488,17360,5488,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y5712,17360,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y5936,17360,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y6160,17360,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y6384,17360,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y6608,17360,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y6832,17360,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y7056,17360,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y7280,17360,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y7504,17360,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y7728,17360,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y7952,17360,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y8176,17360,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y8400,17360,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y8624,17360,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y8848,17360,8848,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y9072,17360,9072,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y9296,17360,9296,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y9520,17360,9520,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y9744,17360,9744,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17360_y9968,17360,9968,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y10192,17584,10192,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y10416,17584,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y10640,17584,10640,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y10864,17584,10864,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y11088,17584,11088,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y11312,17584,11312,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y11536,17584,11536,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y3920,17584,3920,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y4144,17584,4144,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y4368,17584,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y4592,17584,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y4816,17584,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y5040,17584,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y5264,17584,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y5488,17584,5488,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y5712,17584,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y5936,17584,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y6160,17584,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y6384,17584,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y6608,17584,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y6832,17584,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y7056,17584,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y7280,17584,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y7504,17584,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y7728,17584,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y7952,17584,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y8176,17584,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y8400,17584,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y8624,17584,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y8848,17584,8848,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y9072,17584,9072,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y9296,17584,9296,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y9520,17584,9520,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y9744,17584,9744,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17584_y9968,17584,9968,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y10192,17808,10192,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y10416,17808,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y10640,17808,10640,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y10864,17808,10864,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y11088,17808,11088,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y11312,17808,11312,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y11536,17808,11536,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y4144,17808,4144,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y4368,17808,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y4592,17808,4592,calibration,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y4816,17808,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y5040,17808,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y5264,17808,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y5488,17808,5488,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y5712,17808,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y5936,17808,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y6160,17808,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y6384,17808,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y6608,17808,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y6832,17808,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y7056,17808,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y7280,17808,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y7504,17808,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y7728,17808,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y7952,17808,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y8176,17808,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y8400,17808,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x17808_y8624,17808,8624,test,spatial_stratified,0.01,130,20260855
