val_patch,neighbor_patch,dx,dy,iou,neighbor_final_split
patch_x23072_y24640,patch_x23072_y24416,0,224,0.3333,embargo
patch_x23072_y24640,patch_x23296_y24416,224,224,0.1429,embargo
patch_x23072_y25536,patch_x22848_y25760,224,224,0.1429,embargo
patch_x23072_y25536,patch_x23072_y25760,0,224,0.3333,embargo
patch_x23072_y25536,patch_x23296_y25760,224,224,0.1429,embargo
patch_x23296_y17920,patch_x23072_y17696,224,224,0.1429,embargo
patch_x23296_y17920,patch_x23296_y17696,0,224,0.3333,embargo
patch_x23296_y17920,patch_x23520_y17696,224,224,0.1429,embargo
patch_x23296_y17920,patch_x23520_y17920,224,0,0.3333,embargo
patch_x23296_y17920,patch_x23520_y18144,224,224,0.1429,embargo
patch_x23296_y18144,patch_x23520_y17920,224,224,0.1429,embargo
patch_x23296_y18144,patch_x23520_y18144,224,0,0.3333,embargo
patch_x23296_y18144,patch_x23520_y18368,224,224,0.1429,embargo
patch_x23296_y24640,patch_x23072_y24416,224,224,0.1429,embargo
patch_x23296_y24640,patch_x23296_y24416,0,224,0.3333,embargo
patch_x23296_y24640,patch_x23520_y24416,224,224,0.1429,embargo
patch_x23296_y24640,patch_x23520_y24640,224,0,0.3333,embargo
patch_x23296_y24640,patch_x23520_y24864,224,224,0.1429,embargo
patch_x23296_y24864,patch_x23520_y24640,224,224,0.1429,embargo
patch_x23296_y24864,patch_x23520_y24864,224,0,0.3333,embargo
patch_x23296_y24864,patch_x23520_y25088,224,224,0.1429,embargo
patch_x23296_y25088,patch_x23520_y24864,224,224,0.1429,embargo
patch_x23296_y25088,patch_x23520_y25088,224,0,0.3333,embargo
patch_x23296_y25088,patch_x23520_y25312,224,224,0.1429,embargo
patch_x23296_y25312,patch_x23520_y25088,224,224,0.1429,embargo
patch_x23296_y25312,patch_x23520_y25312,224,0,0.3333,embargo
patch_x23296_y25312,patch_x23520_y25536,224,224,0.1429,embargo
patch_x23296_y25536,patch_x23072_y25760,224,224,0.1429,embargo
patch_x23296_y25536,patch_x23296_y25760,0,224,0.3333,embargo
patch_x23296_y25536,patch_x23520_y25312,224,224,0.1429,embargo
patch_x23296_y25536,patch_x23520_y25536,224,0,0.3333,embargo
patch_x23296_y25536,patch_x23520_y25760,224,224,0.1429,embargo
patch_x23520_y14560,patch_x23296_y14336,224,224,0.1429,embargo
patch_x23520_y14560,patch_x23296_y14560,224,0,0.3333,embargo
patch_x23520_y14560,patch_x23296_y14784,224,224,0.1429,embargo
patch_x23520_y14560,patch_x23520_y14336,0,224,0.3333,embargo
patch_x23520_y14560,patch_x23744_y14336,224,224,0.1429,embargo
patch_x23520_y14784,patch_x23296_y14560,224,224,0.1429,embargo
patch_x23520_y14784,patch_x23296_y14784,224,0,0.3333,embargo
patch_x23520_y14784,patch_x23296_y15008,224,224,0.1429,embargo
patch_x23520_y15008,patch_x23296_y14784,224,224,0.1429,embargo
patch_x23520_y15008,patch_x23296_y15008,224,0,0.3333,embargo
patch_x23520_y15008,patch_x23296_y15232,224,224,0.1429,embargo
patch_x23520_y15232,patch_x23296_y15008,224,224,0.1429,embargo
patch_x23520_y15232,patch_x23296_y15232,224,0,0.3333,embargo
patch_x23520_y15232,patch_x23296_y15456,224,224,0.1429,embargo
patch_x23520_y15456,patch_x23296_y15232,224,224,0.1429,embargo
patch_x23520_y15456,patch_x23296_y15456,224,0,0.3333,embargo
patch_x23520_y15456,patch_x23296_y15680,224,224,0.1429,embargo
patch_x23520_y15456,patch_x23520_y15680,0,224,0.3333,embargo
patch_x23520_y15456,patch_x23744_y15680,224,224,0.1429,embargo
patch_x23744_y14560,patch_x23520_y14336,224,224,0.1429,embargo
patch_x23744_y14560,patch_x23744_y14336,0,224,0.3333,embargo
patch_x23744_y14560,patch_x23968_y14336,224,224,0.1429,embargo
patch_x23744_y15456,patch_x23520_y15680,224,224,0.1429,embargo
patch_x23744_y15456,patch_x23744_y15680,0,224,0.3333,embargo
patch_x23744_y15456,patch_x23968_y15680,224,224,0.1429,embargo
patch_x23968_y14560,patch_x23744_y14336,224,224,0.1429,embargo
patch_x23968_y14560,patch_x23968_y14336,0,224,0.3333,embargo
patch_x23968_y14560,patch_x24192_y14336,224,224,0.1429,embargo
patch_x23968_y15456,patch_x23744_y15680,224,224,0.1429,embargo
patch_x23968_y15456,patch_x23968_y15680,0,224,0.3333,embargo
patch_x23968_y15456,patch_x24192_y15680,224,224,0.1429,embargo
patch_x24192_y14560,patch_x23968_y14336,224,224,0.1429,embargo
patch_x24192_y14560,patch_x24192_y14336,0,224,0.3333,embargo
patch_x24192_y14560,patch_x24416_y14336,224,224,0.1429,embargo
patch_x24192_y15456,patch_x23968_y15680,224,224,0.1429,embargo
patch_x24192_y15456,patch_x24192_y15680,0,224,0.3333,embargo
patch_x24192_y15456,patch_x24416_y15680,224,224,0.1429,embargo
patch_x24416_y14560,patch_x24192_y14336,224,224,0.1429,embargo
patch_x24416_y14560,patch_x24416_y14336,0,224,0.3333,embargo
patch_x24416_y14560,patch_x24640_y14336,224,224,0.1429,embargo
patch_x24416_y14560,patch_x24640_y14560,224,0,0.3333,embargo
patch_x24416_y14560,patch_x24640_y14784,224,224,0.1429,embargo
patch_x24416_y14784,patch_x24640_y14560,224,224,0.1429,embargo
patch_x24416_y14784,patch_x24640_y14784,224,0,0.3333,embargo
patch_x24416_y14784,patch_x24640_y15008,224,224,0.1429,embargo
patch_x24416_y15008,patch_x24640_y14784,224,224,0.1429,embargo
patch_x24416_y15008,patch_x24640_y15008,224,0,0.3333,embargo
patch_x24416_y15008,patch_x24640_y15232,224,224,0.1429,embargo
patch_x24416_y15232,patch_x24640_y15008,224,224,0.1429,embargo
patch_x24416_y15232,patch_x24640_y15232,224,0,0.3333,embargo
patch_x24416_y15232,patch_x24640_y15456,224,224,0.1429,embargo
patch_x24416_y15456,patch_x24192_y15680,224,224,0.1429,embargo
patch_x24416_y15456,patch_x24416_y15680,0,224,0.3333,embargo
patch_x24416_y15456,patch_x24640_y15232,224,224,0.1429,embargo
patch_x24416_y15456,patch_x24640_y15456,224,0,0.3333,embargo
patch_x24416_y15456,patch_x24640_y15680,224,224,0.1429,embargo
patch_x24640_y21280,patch_x24416_y21056,224,224,0.1429,embargo
patch_x24640_y21280,patch_x24416_y21280,224,0,0.3333,embargo
patch_x24640_y21280,patch_x24416_y21504,224,224,0.1429,embargo
patch_x24640_y21280,patch_x24640_y21056,0,224,0.3333,embargo
patch_x24640_y21280,patch_x24864_y21056,224,224,0.1429,embargo
patch_x24640_y21504,patch_x24416_y21280,224,224,0.1429,embargo
patch_x24640_y21504,patch_x24416_y21504,224,0,0.3333,embargo
patch_x24640_y21504,patch_x24416_y21728,224,224,0.1429,embargo
patch_x24640_y21728,patch_x24416_y21504,224,224,0.1429,embargo
patch_x24640_y21728,patch_x24416_y21728,224,0,0.3333,embargo
patch_x24640_y21728,patch_x24416_y21952,224,224,0.1429,embargo
patch_x24640_y21952,patch_x24416_y21728,224,224,0.1429,embargo
patch_x24640_y21952,patch_x24416_y21952,224,0,0.3333,embargo
patch_x24640_y21952,patch_x24416_y22176,224,224,0.1429,embargo
patch_x24640_y22176,patch_x24416_y21952,224,224,0.1429,embargo
patch_x24640_y22176,patch_x24416_y22176,224,0,0.3333,embargo
patch_x24640_y22176,patch_x24416_y22400,224,224,0.1429,embargo
patch_x24640_y22176,patch_x24640_y22400,0,224,0.3333,embargo
patch_x24640_y22176,patch_x24864_y22400,224,224,0.1429,embargo
patch_x2464_y9856,patch_x2240_y10080,224,224,0.1429,embargo
patch_x2464_y9856,patch_x2464_y10080,0,224,0.3333,embargo
patch_x2464_y9856,patch_x2688_y10080,224,224,0.1429,embargo
patch_x24864_y21280,patch_x24640_y21056,224,224,0.1429,embargo
patch_x24864_y21280,patch_x24864_y21056,0,224,0.3333,embargo
patch_x24864_y21280,patch_x25088_y21056,224,224,0.1429,embargo
patch_x24864_y22176,patch_x24640_y22400,224,224,0.1429,embargo
patch_x24864_y22176,patch_x24864_y22400,0,224,0.3333,embargo
patch_x24864_y22176,patch_x25088_y22400,224,224,0.1429,embargo
patch_x25088_y21280,patch_x24864_y21056,224,224,0.1429,embargo
patch_x25088_y21280,patch_x25088_y21056,0,224,0.3333,embargo
patch_x25088_y21280,patch_x25312_y21056,224,224,0.1429,embargo
patch_x25088_y22176,patch_x24864_y22400,224,224,0.1429,embargo
patch_x25088_y22176,patch_x25088_y22400,0,224,0.3333,embargo
patch_x25088_y22176,patch_x25312_y22400,224,224,0.1429,embargo
patch_x25312_y21280,patch_x25088_y21056,224,224,0.1429,embargo
patch_x25312_y21280,patch_x25312_y21056,0,224,0.3333,embargo
patch_x25312_y21280,patch_x25536_y21056,224,224,0.1429,embargo
patch_x25312_y22176,patch_x25088_y22400,224,224,0.1429,embargo
patch_x25312_y22176,patch_x25312_y22400,0,224,0.3333,embargo
patch_x25312_y22176,patch_x25536_y22400,224,224,0.1429,embargo
patch_x25536_y21280,patch_x25312_y21056,224,224,0.1429,embargo
patch_x25536_y21280,patch_x25536_y21056,0,224,0.3333,embargo
patch_x25536_y21280,patch_x25760_y21056,224,224,0.1429,embargo
patch_x25536_y21280,patch_x25760_y21280,224,0,0.3333,embargo
patch_x25536_y21280,patch_x25760_y21504,224,224,0.1429,embargo
patch_x25536_y21504,patch_x25760_y21280,224,224,0.1429,embargo
patch_x25536_y21504,patch_x25760_y21504,224,0,0.3333,embargo
patch_x25536_y21504,patch_x25760_y21728,224,224,0.1429,embargo
patch_x25536_y21728,patch_x25760_y21504,224,224,0.1429,embargo
patch_x25536_y21728,patch_x25760_y21728,224,0,0.3333,embargo
patch_x25536_y21728,patch_x25760_y21952,224,224,0.1429,embargo
patch_x25536_y21952,patch_x25760_y21728,224,224,0.1429,embargo
patch_x25536_y21952,patch_x25760_y21952,224,0,0.3333,embargo
patch_x25536_y21952,patch_x25760_y22176,224,224,0.1429,embargo
patch_x25536_y22176,patch_x25312_y22400,224,224,0.1429,embargo
patch_x25536_y22176,patch_x25536_y22400,0,224,0.3333,embargo
patch_x25536_y22176,patch_x25760_y21952,224,224,0.1429,embargo
patch_x25536_y22176,patch_x25760_y22176,224,0,0.3333,embargo
patch_x25536_y22176,patch_x25760_y22400,224,224,0.1429,embargo
patch_x25760_y19712,patch_x25536_y19936,224,224,0.1429,embargo
patch_x25760_y19936,patch_x25536_y19936,224,0,0.3333,embargo
patch_x25760_y19936,patch_x25536_y20160,224,224,0.1429,embargo
patch_x25760_y19936,patch_x25760_y20160,0,224,0.3333,embargo
patch_x25760_y19936,patch_x25984_y20160,224,224,0.1429,embargo
patch_x25984_y19936,patch_x25760_y20160,224,224,0.1429,embargo
patch_x25984_y19936,patch_x25984_y20160,0,224,0.3333,embargo
patch_x25984_y19936,patch_x26208_y20160,224,224,0.1429,embargo
patch_x26208_y19936,patch_x25984_y20160,224,224,0.1429,embargo
patch_x26208_y19936,patch_x26208_y20160,0,224,0.3333,embargo
patch_x26208_y19936,patch_x26432_y20160,224,224,0.1429,embargo
patch_x26432_y19936,patch_x26208_y20160,224,224,0.1429,embargo
patch_x26432_y19936,patch_x26432_y20160,0,224,0.3333,embargo
patch_x26432_y19936,patch_x26656_y20160,224,224,0.1429,embargo
patch_x26656_y19488,patch_x26880_y19488,224,0,0.3333,embargo
patch_x26656_y19488,patch_x26880_y19712,224,224,0.1429,embargo
patch_x26656_y19712,patch_x26880_y19488,224,224,0.1429,embargo
patch_x26656_y19712,patch_x26880_y19712,224,0,0.3333,embargo
patch_x26656_y19712,patch_x26880_y19936,224,224,0.1429,embargo
patch_x26656_y19936,patch_x26432_y20160,224,224,0.1429,embargo
patch_x26656_y19936,patch_x26656_y20160,0,224,0.3333,embargo
patch_x26656_y19936,patch_x26880_y19712,224,224,0.1429,embargo
patch_x26656_y19936,patch_x26880_y19936,224,0,0.3333,embargo
patch_x26656_y19936,patch_x26880_y20160,224,224,0.1429,embargo
patch_x26880_y26880,patch_x26656_y26656,224,224,0.1429,embargo
patch_x26880_y26880,patch_x26656_y26880,224,0,0.3333,embargo
patch_x26880_y26880,patch_x26656_y27104,224,224,0.1429,embargo
patch_x26880_y26880,patch_x26880_y26656,0,224,0.3333,embargo
patch_x26880_y26880,patch_x27104_y26656,224,224,0.1429,embargo
patch_x26880_y27104,patch_x26656_y26880,224,224,0.1429,embargo
patch_x26880_y27104,patch_x26656_y27104,224,0,0.3333,embargo
patch_x26880_y27104,patch_x26656_y27328,224,224,0.1429,embargo
patch_x26880_y27328,patch_x26656_y27104,224,224,0.1429,embargo
patch_x26880_y27328,patch_x26656_y27328,224,0,0.3333,embargo
patch_x26880_y27328,patch_x26656_y27552,224,224,0.1429,embargo
patch_x26880_y27552,patch_x26656_y27328,224,224,0.1429,embargo
patch_x26880_y27552,patch_x26656_y27552,224,0,0.3333,embargo
patch_x26880_y27552,patch_x26656_y27776,224,224,0.1429,embargo
patch_x26880_y27776,patch_x26656_y27552,224,224,0.1429,embargo
patch_x26880_y27776,patch_x26656_y27776,224,0,0.3333,embargo
patch_x26880_y27776,patch_x26656_y28000,224,224,0.1429,embargo
patch_x26880_y27776,patch_x26880_y28000,0,224,0.3333,embargo
patch_x26880_y27776,patch_x27104_y28000,224,224,0.1429,embargo
patch_x26880_y30240,patch_x26656_y30016,224,224,0.1429,embargo
patch_x26880_y30240,patch_x26656_y30240,224,0,0.3333,embargo
patch_x26880_y30240,patch_x26656_y30464,224,224,0.1429,embargo
patch_x26880_y30240,patch_x26880_y30016,0,224,0.3333,embargo
patch_x26880_y30240,patch_x27104_y30016,224,224,0.1429,embargo
patch_x26880_y30464,patch_x26656_y30240,224,224,0.1429,embargo
patch_x26880_y30464,patch_x26656_y30464,224,0,0.3333,embargo
patch_x26880_y30464,patch_x26656_y30688,224,224,0.1429,embargo
patch_x26880_y30688,patch_x26656_y30464,224,224,0.1429,embargo
patch_x26880_y30688,patch_x26656_y30688,224,0,0.3333,embargo
patch_x26880_y30688,patch_x26656_y30912,224,224,0.1429,embargo
patch_x26880_y30912,patch_x26656_y30688,224,224,0.1429,embargo
patch_x26880_y30912,patch_x26656_y30912,224,0,0.3333,embargo
patch_x26880_y30912,patch_x26656_y31136,224,224,0.1429,embargo
patch_x2688_y9856,patch_x2464_y10080,224,224,0.1429,embargo
patch_x2688_y9856,patch_x2688_y10080,0,224,0.3333,embargo
patch_x2688_y9856,patch_x2912_y10080,224,224,0.1429,embargo
patch_x27104_y26880,patch_x26880_y26656,224,224,0.1429,embargo
patch_x27104_y26880,patch_x27104_y26656,0,224,0.3333,embargo
patch_x27104_y26880,patch_x27328_y26656,224,224,0.1429,embargo
patch_x27104_y27776,patch_x26880_y28000,224,224,0.1429,embargo
patch_x27104_y27776,patch_x27104_y28000,0,224,0.3333,embargo
patch_x27104_y27776,patch_x27328_y28000,224,224,0.1429,embargo
patch_x27104_y30240,patch_x26880_y30016,224,224,0.1429,embargo
patch_x27104_y30240,patch_x27104_y30016,0,224,0.3333,embargo
patch_x27104_y30240,patch_x27328_y30016,224,224,0.1429,embargo
patch_x27328_y26880,patch_x27104_y26656,224,224,0.1429,embargo
patch_x27328_y26880,patch_x27328_y26656,0,224,0.3333,embargo
patch_x27328_y26880,patch_x27552_y26656,224,224,0.1429,embargo
patch_x27328_y27776,patch_x27104_y28000,224,224,0.1429,embargo
patch_x27328_y27776,patch_x27328_y28000,0,224,0.3333,embargo
patch_x27328_y27776,patch_x27552_y28000,224,224,0.1429,embargo
patch_x27328_y30240,patch_x27104_y30016,224,224,0.1429,embargo
patch_x27328_y30240,patch_x27328_y30016,0,224,0.3333,embargo
patch_x27328_y30240,patch_x27552_y30016,224,224,0.1429,embargo
patch_x27552_y26880,patch_x27328_y26656,224,224,0.1429,embargo
patch_x27552_y26880,patch_x27552_y26656,0,224,0.3333,embargo
patch_x27552_y26880,patch_x27776_y26656,224,224,0.1429,embargo
patch_x27552_y27776,patch_x27328_y28000,224,224,0.1429,embargo
patch_x27552_y27776,patch_x27552_y28000,0,224,0.3333,embargo
patch_x27552_y27776,patch_x27776_y28000,224,224,0.1429,embargo
patch_x27552_y30240,patch_x27328_y30016,224,224,0.1429,embargo
patch_x27552_y30240,patch_x27552_y30016,0,224,0.3333,embargo
patch_x27552_y30240,patch_x27776_y30016,224,224,0.1429,embargo
patch_x27776_y26880,patch_x27552_y26656,224,224,0.1429,embargo
patch_x27776_y26880,patch_x27776_y26656,0,224,0.3333,embargo
patch_x27776_y26880,patch_x28000_y26656,224,224,0.1429,embargo
patch_x27776_y26880,patch_x28000_y26880,224,0,0.3333,embargo
patch_x27776_y26880,patch_x28000_y27104,224,224,0.1429,embargo
patch_x27776_y27104,patch_x28000_y26880,224,224,0.1429,embargo
patch_x27776_y27104,patch_x28000_y27104,224,0,0.3333,embargo
patch_x27776_y27104,patch_x28000_y27328,224,224,0.1429,embargo
patch_x27776_y27328,patch_x28000_y27104,224,224,0.1429,embargo
patch_x27776_y27328,patch_x28000_y27328,224,0,0.3333,embargo
patch_x27776_y27328,patch_x28000_y27552,224,224,0.1429,embargo
patch_x27776_y27552,patch_x28000_y27328,224,224,0.1429,embargo
patch_x27776_y27552,patch_x28000_y27552,224,0,0.3333,embargo
patch_x27776_y27552,patch_x28000_y27776,224,224,0.1429,embargo
patch_x27776_y27776,patch_x27552_y28000,224,224,0.1429,embargo
patch_x27776_y27776,patch_x27776_y28000,0,224,0.3333,embargo
patch_x27776_y27776,patch_x28000_y27552,224,224,0.1429,embargo
patch_x27776_y27776,patch_x28000_y27776,224,0,0.3333,embargo
patch_x27776_y27776,patch_x28000_y28000,224,224,0.1429,embargo
patch_x27776_y30240,patch_x27552_y30016,224,224,0.1429,embargo
patch_x27776_y30240,patch_x27776_y30016,0,224,0.3333,embargo
patch_x27776_y30240,patch_x28000_y30016,224,224,0.1429,embargo
patch_x27776_y30240,patch_x28000_y30240,224,0,0.3333,embargo
patch_x27776_y30240,patch_x28000_y30464,224,224,0.1429,embargo
patch_x27776_y30464,patch_x28000_y30240,224,224,0.1429,embargo
patch_x27776_y30464,patch_x28000_y30464,224,0,0.3333,embargo
patch_x27776_y30464,patch_x28000_y30688,224,224,0.1429,embargo
patch_x27776_y30688,patch_x28000_y30464,224,224,0.1429,embargo
patch_x27776_y30688,patch_x28000_y30688,224,0,0.3333,embargo
patch_x27776_y30688,patch_x28000_y30912,224,224,0.1429,embargo
patch_x29120_y28000,patch_x28896_y27776,224,224,0.1429,embargo
patch_x29120_y28000,patch_x28896_y28000,224,0,0.3333,embargo
patch_x29120_y28000,patch_x28896_y28224,224,224,0.1429,embargo
patch_x29120_y28000,patch_x29120_y27776,0,224,0.3333,embargo
patch_x29120_y28000,patch_x29344_y27776,224,224,0.1429,embargo
patch_x29120_y28224,patch_x28896_y28000,224,224,0.1429,embargo
patch_x29120_y28224,patch_x28896_y28224,224,0,0.3333,embargo
patch_x29120_y28224,patch_x28896_y28448,224,224,0.1429,embargo
patch_x29120_y28448,patch_x28896_y28224,224,224,0.1429,embargo
patch_x29120_y28448,patch_x28896_y28448,224,0,0.3333,embargo
patch_x29120_y28448,patch_x28896_y28672,224,224,0.1429,embargo
patch_x29120_y28672,patch_x28896_y28448,224,224,0.1429,embargo
patch_x29120_y28672,patch_x28896_y28672,224,0,0.3333,embargo
patch_x29120_y28672,patch_x28896_y28896,224,224,0.1429,embargo
patch_x29120_y28896,patch_x28896_y28672,224,224,0.1429,embargo
patch_x29120_y28896,patch_x28896_y28896,224,0,0.3333,embargo
patch_x29120_y28896,patch_x28896_y29120,224,224,0.1429,embargo
patch_x29120_y28896,patch_x29120_y29120,0,224,0.3333,embargo
patch_x29120_y28896,patch_x29344_y29120,224,224,0.1429,embargo
patch_x2912_y11200,patch_x2688_y10976,224,224,0.1429,embargo
patch_x2912_y11200,patch_x2912_y10976,0,224,0.3333,embargo
patch_x2912_y11200,patch_x3136_y10976,224,224,0.1429,embargo
patch_x2912_y17696,patch_x3136_y17920,224,224,0.1429,embargo
patch_x2912_y9856,patch_x2688_y10080,224,224,0.1429,embargo
patch_x2912_y9856,patch_x2912_y10080,0,224,0.3333,embargo
patch_x2912_y9856,patch_x3136_y10080,224,224,0.1429,embargo
patch_x29344_y28000,patch_x29120_y27776,224,224,0.1429,embargo
patch_x29344_y28000,patch_x29344_y27776,0,224,0.3333,embargo
patch_x29344_y28000,patch_x29568_y27776,224,224,0.1429,embargo
patch_x29344_y28896,patch_x29120_y29120,224,224,0.1429,embargo
patch_x29344_y28896,patch_x29344_y29120,0,224,0.3333,embargo
patch_x29344_y28896,patch_x29568_y29120,224,224,0.1429,embargo
patch_x29568_y28000,patch_x29344_y27776,224,224,0.1429,embargo
patch_x29568_y28000,patch_x29568_y27776,0,224,0.3333,embargo
patch_x29568_y28000,patch_x29792_y27776,224,224,0.1429,embargo
patch_x29568_y28896,patch_x29344_y29120,224,224,0.1429,embargo
patch_x29568_y28896,patch_x29568_y29120,0,224,0.3333,embargo
patch_x29568_y28896,patch_x29792_y29120,224,224,0.1429,embargo
patch_x29792_y28000,patch_x29568_y27776,224,224,0.1429,embargo
patch_x29792_y28000,patch_x29792_y27776,0,224,0.3333,embargo
patch_x29792_y28000,patch_x30016_y27776,224,224,0.1429,embargo
patch_x29792_y28896,patch_x29568_y29120,224,224,0.1429,embargo
patch_x29792_y28896,patch_x29792_y29120,0,224,0.3333,embargo
patch_x29792_y28896,patch_x30016_y29120,224,224,0.1429,embargo
patch_x30016_y28000,patch_x29792_y27776,224,224,0.1429,embargo
patch_x30016_y28000,patch_x30016_y27776,0,224,0.3333,embargo
patch_x30016_y28000,patch_x30240_y27776,224,224,0.1429,embargo
patch_x30016_y28000,patch_x30240_y28000,224,0,0.3333,embargo
patch_x30016_y28000,patch_x30240_y28224,224,224,0.1429,embargo
patch_x30016_y28224,patch_x30240_y28000,224,224,0.1429,embargo
patch_x30016_y28224,patch_x30240_y28224,224,0,0.3333,embargo
patch_x30016_y28448,patch_x30240_y28224,224,224,0.1429,embargo
patch_x30016_y28896,patch_x29792_y29120,224,224,0.1429,embargo
patch_x30016_y28896,patch_x30016_y29120,0,224,0.3333,embargo
patch_x30240_y23520,patch_x30016_y23296,224,224,0.1429,embargo
patch_x30240_y23520,patch_x30016_y23520,224,0,0.3333,embargo
patch_x30240_y23520,patch_x30016_y23744,224,224,0.1429,embargo
patch_x30240_y23520,patch_x30240_y23296,0,224,0.3333,embargo
patch_x30240_y23520,patch_x30464_y23296,224,224,0.1429,embargo
patch_x30240_y23744,patch_x30016_y23520,224,224,0.1429,embargo
patch_x30240_y23744,patch_x30016_y23744,224,0,0.3333,embargo
patch_x30240_y23744,patch_x30016_y23968,224,224,0.1429,embargo
patch_x30240_y23968,patch_x30016_y23744,224,224,0.1429,embargo
patch_x30240_y23968,patch_x30016_y23968,224,0,0.3333,embargo
patch_x30240_y23968,patch_x30016_y24192,224,224,0.1429,embargo
patch_x30240_y24192,patch_x30016_y23968,224,224,0.1429,embargo
patch_x30240_y24192,patch_x30016_y24192,224,0,0.3333,embargo
patch_x30240_y24192,patch_x30016_y24416,224,224,0.1429,embargo
patch_x30240_y24416,patch_x30016_y24192,224,224,0.1429,embargo
patch_x30240_y24416,patch_x30016_y24416,224,0,0.3333,embargo
patch_x30240_y24416,patch_x30016_y24640,224,224,0.1429,embargo
patch_x30240_y24416,patch_x30240_y24640,0,224,0.3333,embargo
patch_x30240_y24416,patch_x30464_y24640,224,224,0.1429,embargo
patch_x30464_y23520,patch_x30240_y23296,224,224,0.1429,embargo
patch_x30464_y23520,patch_x30464_y23296,0,224,0.3333,embargo
patch_x30464_y23520,patch_x30688_y23296,224,224,0.1429,embargo
patch_x30464_y24416,patch_x30240_y24640,224,224,0.1429,embargo
patch_x30464_y24416,patch_x30464_y24640,0,224,0.3333,embargo
patch_x30464_y24416,patch_x30688_y24640,224,224,0.1429,embargo
patch_x30688_y23520,patch_x30464_y23296,224,224,0.1429,embargo
patch_x30688_y23520,patch_x30688_y23296,0,224,0.3333,embargo
patch_x30688_y23520,patch_x30912_y23296,224,224,0.1429,embargo
patch_x30688_y24416,patch_x30464_y24640,224,224,0.1429,embargo
patch_x30688_y24416,patch_x30688_y24640,0,224,0.3333,embargo
patch_x30688_y24416,patch_x30912_y24640,224,224,0.1429,embargo
patch_x30912_y23520,patch_x30688_y23296,224,224,0.1429,embargo
patch_x30912_y23520,patch_x30912_y23296,0,224,0.3333,embargo
patch_x30912_y23520,patch_x31136_y23296,224,224,0.1429,embargo
patch_x30912_y24416,patch_x30688_y24640,224,224,0.1429,embargo
patch_x30912_y24416,patch_x30912_y24640,0,224,0.3333,embargo
patch_x31136_y23520,patch_x30912_y23296,224,224,0.1429,embargo
patch_x31136_y23520,patch_x31136_y23296,0,224,0.3333,embargo
patch_x31136_y23520,patch_x31360_y23296,224,224,0.1429,embargo
patch_x31136_y24416,patch_x30912_y24640,224,224,0.1429,embargo
patch_x31360_y23520,patch_x31136_y23296,224,224,0.1429,embargo
patch_x31360_y23520,patch_x31360_y23296,0,224,0.3333,embargo
patch_x31360_y23520,patch_x31584_y23296,224,224,0.1429,embargo
patch_x3136_y11200,patch_x2912_y10976,224,224,0.1429,embargo
patch_x3136_y11200,patch_x3136_y10976,0,224,0.3333,embargo
patch_x3136_y11200,patch_x3360_y10976,224,224,0.1429,embargo
patch_x3136_y11200,patch_x3360_y11200,224,0,0.3333,embargo
patch_x3136_y11200,patch_x3360_y11424,224,224,0.1429,embargo
patch_x3136_y11424,patch_x3360_y11200,224,224,0.1429,embargo
patch_x3136_y11424,patch_x3360_y11424,224,0,0.3333,embargo
patch_x3136_y16128,patch_x3360_y16128,224,0,0.3333,embargo
patch_x3136_y16128,patch_x3360_y16352,224,224,0.1429,embargo
patch_x3136_y16352,patch_x3360_y16128,224,224,0.1429,embargo
patch_x3136_y16352,patch_x3360_y16352,224,0,0.3333,embargo
patch_x3136_y16352,patch_x3360_y16576,224,224,0.1429,embargo
patch_x3136_y16576,patch_x3360_y16352,224,224,0.1429,embargo
patch_x3136_y16576,patch_x3360_y16576,224,0,0.3333,embargo
patch_x3136_y16576,patch_x3360_y16800,224,224,0.1429,embargo
patch_x3136_y16800,patch_x3360_y16576,224,224,0.1429,embargo
patch_x3136_y16800,patch_x3360_y16800,224,0,0.3333,embargo
patch_x3136_y16800,patch_x3360_y17024,224,224,0.1429,embargo
patch_x3136_y17024,patch_x3360_y16800,224,224,0.1429,embargo
patch_x3136_y17024,patch_x3360_y17024,224,0,0.3333,embargo
patch_x3136_y17024,patch_x3360_y17248,224,224,0.1429,embargo
patch_x3136_y17248,patch_x3360_y17024,224,224,0.1429,embargo
patch_x3136_y17248,patch_x3360_y17248,224,0,0.3333,embargo
patch_x3136_y17248,patch_x3360_y17472,224,224,0.1429,embargo
patch_x3136_y17472,patch_x3360_y17248,224,224,0.1429,embargo
patch_x3136_y17472,patch_x3360_y17472,224,0,0.3333,embargo
patch_x3136_y17472,patch_x3360_y17696,224,224,0.1429,embargo
patch_x3136_y17696,patch_x3136_y17920,0,224,0.3333,embargo
patch_x3136_y17696,patch_x3360_y17472,224,224,0.1429,embargo
patch_x3136_y17696,patch_x3360_y17696,224,0,0.3333,embargo
patch_x3136_y17696,patch_x3360_y17920,224,224,0.1429,embargo
patch_x3136_y9856,patch_x2912_y10080,224,224,0.1429,embargo
patch_x3136_y9856,patch_x3136_y10080,0,224,0.3333,embargo
patch_x3136_y9856,patch_x3360_y10080,224,224,0.1429,embargo
patch_x3136_y9856,patch_x3360_y9856,224,0,0.3333,embargo
patch_x31584_y23520,patch_x31360_y23296,224,224,0.1429,embargo
patch_x31584_y23520,patch_x31584_y23296,0,224,0.3333,embargo
patch_x31584_y23520,patch_x31808_y23296,224,224,0.1429,embargo
