patch_id,tls,tgfb,emt,hypoxia,mhc,icp,ifng,toxic
patch_x7777_y13609,-1974.3199823458017,3193.0155044154308,-588.1946375372372,2154.7881771502125,8737.981909436876,-4099.023060796646,-1292.4437988505233,-2313.0987531722376
patch_x11585_y4201,-1117.036301445436,2515.9992276288194,447.14796425024906,-193.15326308821204,3434.68942694832,-3512.9958071278834,-3203.7268012799304,-1488.325830299017
patch_x11809_y12265,-1925.9706498951791,2206.381301533682,1367.7484040120526,471.59258631109697,8868.989134631294,-2136.1589011004926,-3801.7580271433308,-2264.749420721616
patch_x7777_y16633,-1168.0531832726465,2437.306521019529,384.46055390047513,-253.16981298615428,3345.6845182284487,-3549.174445547831,-3242.406267240429,-1539.1759902901904
patch_x13713_y4089,-1113.535142888668,2519.1669425135187,450.1489572989103,-190.1524355933143,3437.6895924107885,-3510.4949795873317,-3199.8921990510853,-1486.1584464305415
patch_x5649_y10921,-2081.855566589431,4630.720775077925,1209.6647794510027,2625.525677297146,8984.995532513374,-4198.222553238442,-3919.2969215491557,-2415.2992386626947
patch_x12257_y17865,-1655.8812755158333,2549.141461374038,-190.89650226194317,2695.9286033362023,8848.988031548177,-3891.2876530950025,-3599.3577181948576,-2002.8294163080654
patch_x10577_y10697,-1725.9044466512205,3353.289558457949,-280.9262937217263,-866.939063275775,8930.992554188959,-3940.9707602339167,-3660.2111883482285,-2079.0212953768078
patch_x5985_y18873,-2404.12887564824,4347.905712861511,-1084.858987090366,1946.1235109952122,1408.577684628537,-4399.28908749862,-4132.200706167936,-2716.232152708816
patch_x6545_y9241,-1814.6004634227083,4179.227571372032,1550.984205162842,2719.0092174166966,9035.998345375325,-3998.989959174667,-3713.2287322078773,-2157.3805583140256
patch_x7105_y9577,-1559.1826106145872,2992.489396711544,-84.02780536246246,-682.2881447564414,2755.6519772764877,-3820.931038287543,-3527.333885027032,-1912.9663466843213
patch_x8897_y17417,-1752.7466622531165,1583.8574423480059,-310.4360587002102,2547.8366081244203,2462.6358171088195,-3955.475559969106,-3666.7133399536588,-2094.192982456141
patch_x7553_y9241,-1478.8226856449319,1994.493324506233,17.005627275735606,-598.0649197329949,2873.65848546688,-3773.5820368531404,-3477.650777888118,-1841.6094008606415
patch_x15729_y4649,-1105.5324947589097,2529.3369745117507,459.3186582809212,-181.75011860760242,3449.6902542606585,-3504.659715326052,-3193.890212953769,-1478.3225201368214
patch_x3969_y17865,-1644.3774688293051,2584.0650787822688,-176.89186803486518,2730.9296022671588,8475.967459048039,-3886.285998013902,-667.1008467166375,-1994.8267681783072
patch_x6433_y9017,-1162.5046654427342,4323.525442092063,1262.8483466086418,2090.7198791230567,7902.935855716729,-4145.205009378792,-3869.2803707381663,-2355.1126558534706
patch_x13153_y6329,-1106.5328257751307,2528.1699216594934,457.8181617565915,-183.55061510454107,3446.69008879819,-3505.660046342272,-3194.8905439699884,-1479.9897384971873
patch_x11361_y5433,-1114.36875206885,2512.6647909080893,448.3150171025063,-192.7531527555584,3431.6892614858534,-3508.3275957188553,-3197.7248151826097,-1486.9920556107218
patch_x8561_y9465,-1777.4214939865387,4229.279980162397,-346.1145316120492,4825.423446780327,8265.955876675307,-3984.4851594394804,-3693.5555555555557,-2130.705064548165
patch_x7105_y13609,-1748.7453381882378,4024.2353462559677,-309.1022840119167,4772.878337669377,8863.988858860515,-3948.1397991834947,-3663.378903232924,-2093.5260951119953
patch_x8001_y18089,-1445.9784839457125,3158.160704027012,58.18592077678659,5511.30580991116,8686.979096574927,-3745.906212071057,-3447.307403729449,-1799.7622200154465
patch_x4641_y15961,2396.425627552506,2192.05870020964,2862.5112267374298,-437.2205660065101,9012.997076829739,-3675.716319099637,-3372.7827430210755,-1700.3960057376153
patch_x7665_y15961,-1480.656625841335,1978.488028246713,1890.2895073027448,-595.064092238099,8651.977166179471,-3762.578395674722,-1071.3384293935605,-1838.2749641399114
patch_x6657_y8793,-1648.71223656626,2879.2400918686126,1570.8202819094495,5073.883693562251,8928.992443880647,-3893.6217587995143,-736.8645034341698,-1998.16120489904
patch_x6321_y16633,767.1570641935123,2400.4609952554365,2586.5980851472086,-277.3764881116549,8955.993933042855,-3561.0116959064317,-3254.743683107139,-1559.01588877855
patch_x4529_y15961,2457.3927602727526,2189.724594505129,4550.4361251285645,-436.2202901748751,3077.669736914677,-3668.0471146419504,-3365.947147743572,-1699.5623965574277
patch_x6657_y12601,-1619.7026370958847,1751.0794438927496,1587.9967825437107,-766.1112594472324,8492.96839666869,-3849.2737504137704,-3556.176762661372,-1974.8201478539113
patch_x5873_y17193,-1158.7167604545948,2446.976387509658,3134.8801879305265,-244.36738566778695,3359.685290386631,-3540.504910073926,-3232.069513406156,-1528.1723491117718
patch_x2849_y14281,-1845.7774467615582,3987.650637589006,3937.955622153617,2703.117113446775,9040.998621146104,-4028.499724153149,-1084.6025670666304,-2187.223766964581
patch_x12369_y9129,-1111.867924528302,2522.1679355621764,453.14995034756794,-187.7517735973961,3440.689757873255,-3510.4949795873335,-3200.2256427231587,-1484.824671742249
patch_x12929_y9017,-1114.7021957409233,2516.4993931369318,448.1482952664701,-191.75287692392703,3436.6895372566323,-3511.3285887675156,-3201.8928610835255,-1487.158777446759
patch_x10129_y11593,-2400.961160763545,3636.610525883112,719.0179128089385,7599.571686459507,9044.998841762726,-2831.5277393582546,-1671.7992179298071,-2721.2338077899158
patch_x4193_y13049,-1817.768178307404,3439.6699352282085,-386.46121593291355,3766.345852788878,2333.6287022227116,-3990.3204237007612,-1473.9107752263817,-2157.2138364779885
patch_x7553_y14617,-1816.6011254551477,2642.5861939138467,-389.4622089815766,4956.775649245725,8164.950306105566,-4020.1636323513185,-3734.2356835484943,-2162.3822133951235
patch_x7553_y14057,-1496.6619221008496,1944.9769392033522,4486.291431170568,-619.870932862581,9060.999724229221,-3783.9187906874113,-851.1391094801456,-1859.9488028246715
patch_x10913_y14281,-2315.432858876754,3610.0356482960597,-999.1639633675395,4907.096936315134,8439.965473498429,-4349.605980359705,-4082.3508771929837,-2644.541763213064
patch_x3633_y10921,-2125.0365221229167,1032.3416087388287,-760.7517378351531,2440.2554175687746,8847.98797639402,-4224.231159660156,-1094.3034452222964,-2465.6492331457566
patch_x7441_y9577,-1513.000662032443,3712.245288557342,-24.841553569458483,1970.7755900667999,2839.65661022558,-3791.7547169811314,-3497.3239545404413,-1865.2839015778445
patch_x9569_y13049,-1345.445216815625,2181.055059031225,2007.6275629743377,-446.2230484912034,9024.997738679609,-3670.7146640185374,-488.303395455212,-1702.896833278165
patch_x13153_y2409,-1119.703850822024,2513.3316782522343,444.6471367096983,-195.3538699178007,3431.6892614858534,-3515.996800176543,-3205.7274633123698,-1490.993379675605
patch_x9345_y15289,-2417.4666225311703,1793.9726438603593,712.0999828106214,3693.9667336323946,8410.963874027908,-4420.62948251131,-4152.040604656295,-2729.069734083635
patch_x7553_y9129,-1548.512413108244,1897.2944940968773,-65.68840339843518,1913.0999770133913,8505.969113672716,-3821.09776012358,-3528.6676597153255,-1908.6315789473692
patch_x4865_y14057,-1524.004303210856,4392.771521614026,1805.9121664599334,2877.9323041772295,8927.99238872649,-3787.2532274081414,-3496.6570671962927,-1883.2898598698002
patch_x10577_y10137,-1278.5897605649325,2283.5889881937546,251.91669425135296,2271.3025797649498,3195.676245105069,-3632.2019198940743,-3327.93456912722,-1645.877965353634
patch_x14049_y5209,-1126.706167935563,2498.326713008937,434.97727021957326,-204.15629723616803,9060.999724229221,-3521.165177093677,-3210.5623965574296,-1498.662584133288
patch_x11809_y5657,-1133.2083195409914,2491.324395895399,428.30839677810764,-209.35773156065625,3406.687882631957,-3524.3328919783726,-3215.230607966456,-1503.8309610504248
patch_x8337_y17417,-1428.4726911618682,2846.476987742635,3760.8757148549284,3049.5444561423956,2946.6625117202584,-3740.070947809776,-3440.8052521240206,-1787.5915259847743
patch_x8673_y18985,-1199.3968884475344,2387.6234138806158,345.44764426790243,2359.856962250722,3295.681760520656,-3567.1804038397877,-3260.4122255323855,-1569.5193644488572
patch_x5425_y13161,-1372.7875979256323,3886.6615856607586,1970.240683318345,-484.43358525955773,3009.6659864320773,-3688.2204568023835,-3387.954430100408,-1738.0751406818936
patch_x8449_y11033,-2068.017654198389,3880.833844952167,-687.8942954871454,2558.227153230555,8998.996304671557,-4172.880834160876,-3891.1209312589644,-2395.2926183383006
patch_x14609_y2969,-1108.2000441354949,2525.168928610836,456.48438706829984,-185.3511116014779,3443.6899233357235,-3506.1602118503824,-3195.557431314135,-1481.1567913494418
patch_x7553_y16745,-1153.3816617014227,2459.147081540328,402.7999558645042,-235.1648480167678,3371.685952236501,-3537.003751517157,-3228.568354849386,-1522.170363014453
patch_x13377_y2073,-1149.380337636545,2470.150722718745,409.6355511420061,-228.7630826943223,3385.6867243946836,-3537.170473353195,-3228.7350766854242,-1519.6695354739059
patch_x6321_y8793,-889.4721832727391,1669.0523005627292,-247.4152046783638,4958.548275508219,2524.6392366664822,-3920.6306962374483,-3636.2032439589548,-2050.1784177424706
patch_x9233_y11705,-2330.271102284012,2727.489016743217,-1012.6684320865043,1205.8088383100603,8834.987259389995,-4344.104159770495,-4081.350546176762,-1737.0621365605402
patch_x11809_y5209,-1124.038618558976,2504.995586450401,438.81187244841385,-200.35524907596482,3422.68876509845,-3518.664349553128,-3208.0615690168815,-1495.9950347567037
patch_x9569_y19881,-1961.9825664790906,1286.0922431865856,-553.0163301335087,5632.1810472411,8643.976724946224,-4093.3545183713986,-1526.1779791395784,-778.3520686385564
patch_x5201_y17193,-464.19070643457235,4997.404510378301,356.7847291183916,-275.5759916147199,3309.6825326788367,-3562.8456361028366,-3254.2435175990304,-1559.1826106145872
patch_x4193_y15513,484.0995945759405,2066.016992165947,1947.0167568814668,-536.0478181717899,8691.979372345706,-1343.703148227767,-3423.1327375041383,-1779.7555996910523
patch_x13713_y3641,-1127.539777115746,2496.9929383206418,432.8098863510968,-207.15712473106578,3414.6883238652026,-3520.8317334216053,-3210.7291183934694,-1500.3298024936557
patch_x11697_y18201,-2007.664349553127,1219.5702306079638,-606.8674831733424,4763.611199651994,7990.940709282444,-4122.697561513848,-3844.2720953326716,-2328.603883923646
patch_x11697_y18985,-1738.4085843539679,2443.5901863003437,-294.4307624406938,5117.359452849443,2461.6357619546634,-3952.4745669204467,-1651.2159023931472,-2089.8582147191883
patch_x7329_y9017,-1514.0009930486613,1921.6358821582235,-33.344367207326286,2060.7159346762,2795.6541834427226,-3785.0858435396676,-3493.489352311597,-1872.9531060355284
patch_x10129_y10585,-1690.3926955754177,1684.0572658060246,-238.91239104049419,2640.659833131509,8825.986763002593,-3919.7970870572653,-3628.0338739931585,-2040.1751075802695
patch_x3857_y11481,-1401.7971973960048,4640.825725613404,1966.8622308431877,4442.3396547887805,9049.999117533505,-3707.060024274524,-3409.2948251130974,-1758.7486483504354
patch_x4193_y7561,-1618.5355842436256,2588.3533397438787,-151.5501489572962,-748.906515143155,8917.991837184933,-3868.946927066092,-3577.6838795100957,-1973.9865386737283
patch_x11697_y12377,-1892.626282687852,1372.4541542535553,-483.32660267019855,6316.7410495662025,8924.992223264024,-2116.749536077031,3599.869583396854,529.320321213203
patch_x2513_y8793,-1671.7198499393126,1714.5673618007277,-211.2365662584125,1896.209771936663,8940.993105730517,-3906.459340174336,-3615.8631799624836,-2023.6696458126453
patch_x8785_y12713,-1646.7115745338197,1733.2402074368329,-183.0605759682221,-786.5168864125335,9005.996690750648,-3880.6174555886564,-3587.687189672294,-1994.1598808341596
patch_x14833_y22457,-1114.0353083967766,3105.485707603062,448.9819044466476,-190.55254592596611,3437.6895924107885,-3509.828092243187,-3200.3923645591967,-1486.4918901026158
patch_x4417_y17977,-1557.8488359262947,2678.5733389049547,-82.02714333002586,4187.811636350076,8520.969940985053,-3815.929383206445,-3520.8317334216053,-1911.2991283239562
patch_x9457_y13721,-2549.843760344256,5339.933609347079,936.0735374609922,5069.574492340702,8867.989079477138,-4491.319540990841,-2110.7246549757447,-2869.6162418625163
patch_x4753_y8233,-1184.558645040277,2415.46596049873,365.78770826437176,-266.57350913002847,3327.6835254536436,-3562.8456361028357,-795.9967780218176,-1553.8475118614142
patch_x9569_y13273,-611.9707109670471,4616.71161848703,139.37945492662584,-481.8328680973136,3029.6670895151947,-3690.7212843429324,-976.503587121284,-1734.2405384530502
patch_x10241_y14281,-2159.8813858545736,2156.0654263397246,2861.5159739635346,4511.0009331057245,9012.997076829739,-4246.90532936114,-1106.8394218375615,-2490.32406487918
patch_x8225_y11033,-2021.502261944168,2256.928223589941,-634.5433079554223,3945.9471953100165,9030.998069604544,-4133.534480856229,-1341.593559814004,-758.0938062100286
patch_x4305_y14953,1160.408518050339,1956.8141895619556,4363.562290422642,-620.2710431952328,8961.99426396779,-3781.5846849828968,-3489.988193754826,-1104.5699994337074
patch_x12705_y2633,-1147.2129537680676,2470.81761006289,411.1360476663358,-225.36214486677272,3386.6867795488397,-3536.336864173012,-3226.067527308839,-1518.00231711354
patch_x8001_y16185,-1251.247379454926,4938.580679568782,281.92662473794553,-348.3960721575568,9060.999724229221,-3602.6921549155904,-3298.091360476662,-1619.869358931921
patch_x7553_y11593,-1854.446982235465,2426.9434718177818,3238.682700043595,-1016.5803276879778,8226.953725663228,-4026.165618448639,-1741.8466758520408,-2199.394460995255
patch_x6097_y13497,-1873.4532715436399,2548.8537594344016,-457.1512744124466,-1030.9842996634852,8964.994429430257,-4039.6700871676057,-1568.435638272127,-2208.5641619772714
patch_x13153_y1849,-1152.714774357275,2463.315127441245,405.1340615690169,-233.5644066861587,3377.686283161436,-3538.3375262054524,-3228.7350766854242,-1523.0039721946387
patch_x10129_y17753,-1305.5986980028674,2248.744124462097,224.57431314134556,3322.237010119534,3149.673708013899,-3649.7077126779195,-3347.6077457795436,-1670.38607525102
patch_x21777_y2521,-1104.03199823458,2532.004523888336,461.4860421493995,-179.74956694433786,3452.690419723127,-3503.3259406377592,-3192.889881937548,-1476.6553017764527
patch_x5873_y15961,-1216.2357938872328,2368.7838464084743,328.94218250027734,-302.58343906879054,3270.680381666758,-3587.1870241641855,-3280.91901136489,-1582.6903894957522
patch_x14161_y7673,-1111.2010371841561,2522.668101070285,453.65011585567663,-187.15160809841836,3441.689813027411,-3509.994814079225,-3199.5587553790137,-1483.991062562065
patch_x8449_y15177,-1708.2319320313372,2339.6073013919486,-266.08805031446354,2877.65060243275,2521.6390712040156,-3931.634337415867,-3639.871124351759,-2063.349442789362
patch_x7553_y8793,-1405.4650777888119,2096.5270881606502,100.36654529405314,-513.6416395432225,2981.6644421157125,-3716.729890764648,-3419.464857111332,-1770.9193423811103
patch_x7105_y12041,-533.2808703961655,3365.373291311442,2013.2750011099142,-392.208153583053,3151.6738183222114,-3640.538011695906,-3337.9378792894186,-1659.7158777446748
patch_x7777_y9129,-1602.8637316561844,2620.5937113179953,-133.04402515723268,-732.5019915043849,8478.967624510507,-3854.4421273309054,-3560.1780867262496,-1956.314024053846
patch_x3633_y15513,-1333.4412446209872,2830.789881131879,186.56173452499206,2263.78991883695,3087.6702884562346,-987.864659136304,-3353.7764537128996,-1696.7281253448082
patch_x2177_y9689,-1913.4665121924309,3068.260106910355,1209.036084905032,-1073.9961604236778,7961.939109811925,-4068.0127992938333,-1380.791758424928,-2251.0782301666104
patch_x6321_y16073,-1248.2463864062674,4111.741110344194,2106.900536671994,3329.163255325204,3224.677844575588,-3606.0265916363232,-3300.758909853249,-1614.3675383427126
patch_x3857_y10809,-1876.954430100407,4156.458652413268,-456.3176652322618,2874.4252446666887,9038.998510837791,-4042.33763654419,-3762.2449520026476,-2212.8989297142225
patch_x10017_y14169,-1553.680790025377,5353.408976531058,3757.7924939300938,3072.0085371421374,9053.99933815013,-3817.7633234028463,-1027.1434162020478,-1911.1324064879173
patch_x8673_y12265,-1859.2819154805256,2302.480523200671,-434.81054838353884,-1023.9823688420602,8823.98665269428,-4031.6674390378457,3239.7346595707313,-2201.895288535806
patch_x11921_y14729,-1234.2417521791886,2353.9456030012116,310.1026150281359,-319.588128206542,8913.991616568308,-3598.3573871786384,-3292.7562617234908,-1602.8637316561862
patch_x11921_y2521,-1114.7021957409243,2517.666445989187,449.48206995475994,-191.5528217575993,3434.68942694832,-3512.328919783735,-3202.0595829195618,-1487.6589429548721
patch_x14609_y6553,-1108.8669314796407,2526.6694251351655,456.3176652322636,-184.55089093617244,3445.690033644036,-3507.8274302107466,-3197.3913715105355,-1480.8233476773694
patch_x3633_y12713,-1695.8945161646243,1668.0519695465082,1845.2508070608274,-838.3311744910898,2543.6402845954435,-3912.461326271653,-3621.531722387729,-2040.5085512523447
patch_x8113_y13609,-2163.2158225753064,2610.491251822752,2895.684230606672,-1373.2786892480808,7631.9209089404885,-2339.460592639228,-1746.3395655456607,-2493.4917797638745
patch_x6433_y18201,-1563.8508220236135,2605.218750617283,-89.69634778771069,3066.160249675375,8546.971374993105,-3821.5979256316896,-3522.999117290082,-1915.8006178969435
patch_x4529_y12713,-1986.6573982125128,2807.261909245093,-586.5274191768731,5084.740799429686,8646.976890408692,-4126.698885578728,-3849.773915921879,-2317.7669645812657
patch_x6657_y11145,-1877.6213174445538,3883.051275306938,-465.1539225422039,508.26848679206523,8915.99172687662,-4044.004854904557,-1463.6840595294807,-2224.736180072824
patch_x15505_y6329,-1109.2003751517168,2524.335319430653,454.9838905439701,-185.55116676780563,3445.690033644036,-3506.1602118503824,-3195.7241531501686,-1481.1567913494418
patch_x10017_y18425,-1408.2993490014333,2080.5217919011357,94.19783736069803,-517.8427980360775,2978.664276653246,-3714.729228732206,-3412.7959836698674,-1767.7516274964137
patch_x4753_y11593,-1384.624848284232,2904.762249236439,1896.784313796421,-490.03512991669777,8777.98411560311,-3698.7239324726897,-3397.7910184265684,-1745.244179631468
patch_x6881_y15401,-1729.9057707160982,2871.0864452204987,1610.0550648319786,-871.9404424339391,8389.962715790634,-3935.135495972635,-3645.3729449409693,-2069.1847070506446
patch_x5649_y14281,-2206.563499944832,1802.8135568752896,969.0934910974338,3576.2011788743603,1687.593072638023,-4264.577843981023,-3990.4871455367993,-2524.502041266689
patch_x6769_y18873,-2416.1328478428795,1739.9369859649323,-1108.5334878075682,7549.003354297996,1402.577353703602,-4412.793556217588,-4143.537791018425,-2730.070065099856
patch_x6769_y12489,-1553.680790025378,1855.113869579609,-78.192541101178,-689.2900755778683,8573.972864155314,-3809.593953437052,-3512.662363455808,-1912.632903012246
patch_x13937_y2073,-1134.0419287211753,2489.657177535035,426.47445658170545,-212.15850388922627,3406.687882631957,-3524.4996138144097,-3215.397329802494,-1504.831292066643
patch_x4529_y16857,-1191.5609621538124,2398.7937768950687,355.95111993820865,-279.1769846085954,3304.6822569080578,-3562.345470594727,-3254.4102394350657,-1560.1829416308083
patch_x10465_y15065,-1824.9372172569801,2600.2289723683407,-403.3001213726129,1529.9503164134294,2325.628260989466,-4008.6598256647903,-3721.564824009709,-2173.88602008165
patch_x6657_y18985,-2464.315458457465,531.3424914487478,-1162.0511971753267,5370.387064316745,1331.5734377585359,-4453.140240538453,-4184.384640847402,-2772.083967781089
patch_x4977_y12265,-1545.1779763875093,1883.4565817058356,1796.587381787489,-671.885276107465,9044.998841762726,-3808.7603442568698,-1477.891059617249,-1901.7959836698683
patch_x22561_y18873,-2138.2075471698117,4200.006670818757,-782.592298355954,3982.2073031231575,8991.995918592465,-4216.228511530398,-3942.8047004303207,-2472.6515502592983
patch_x5649_y13385,-1774.4205009378793,1545.844863731656,1558.2333747882112,-929.9564406686159,2390.631846009597,-3965.4788701313028,-3674.8827099194505,-2121.035198058037
patch_x4641_y17305,-1636.3748206995479,2892.4188620972545,-173.0572658060264,2720.570104951865,8898.990789255971,-3876.949575195853,-1219.4792301401312,-1988.8247820809893
patch_x10577_y11369,-1830.1055941741133,2646.9293255490047,1357.6246911571325,2446.8537977112883,2340.6290883018028,-4011.4940968774135,-3726.899922762881,-2164.2161535915257
patch_x11473_y11929,-1843.6100628930808,2207.427573045561,1317.5420142454495,1521.8205378381626,8971.994815509348,-4023.6647909080903,-3741.5714443341058,-2188.057376144765
patch_x7217_y14393,-1723.0701754385964,3392.938513911451,-269.92265254330596,3087.4877053134205,2494.637582041807,-3943.805031446541,-3655.8764206112755,-2068.0176541983883
patch_x11697_y6553,-1124.0386185589769,2502.8282025819244,437.478097760124,-201.5555800739221,3419.6885996359833,-3517.3305748648354,-3208.728456361029,-1496.3284784287762
patch_x13153_y5769,-1119.3704071499496,2511.1642943837614,443.6468056934809,-195.55392508412842,3432.6893166400096,-3515.4966346684305,-3205.3940196402955,-1491.4935451837127
patch_x14273_y7449,-1123.8718967229388,2504.662142778334,438.4784287763432,-200.355249075963,3422.68876509845,-3518.1641840450175,-3208.561734524991,-1495.4948692485914
patch_x14945_y6105,-1107.1997131192766,2527.5030343153467,457.48471808452086,-183.35055993821152,3446.69008879819,-3506.493655522452,-3195.390709478097,-1479.3228511530378
patch_x10913_y3753,-1109.8672624958626,2521.5010482180296,2236.6083847882564,-186.55144259943881,3439.6897027191008,-3507.327264702639,-3196.7244841663914,-1482.4905660377353
patch_x11137_y3081,-1111.3677590201924,2521.5010482180296,452.31634116738496,-188.55199426270156,3439.6897027191008,-3509.3279267350754,-3199.2253117069404,-1483.991062562066
patch_x8337_y15177,-1554.1809555334876,1879.621979476995,-78.02581926514358,2851.3470440656674,2763.652418509735,-3820.5975946154686,-3524.4996138144106,-1909.298466291515
patch_x21665_y2297,-1103.8652763985428,2533.004854904557,461.81948582147015,-179.34945661168604,3452.690419723127,-3503.826106145868,-3193.056603773586,-1476.6553017764536
patch_x6209_y12713,-1817.1012909632573,2633.759353055282,-388.62859980139,-978.9699564186021,8246.954828746346,-3996.6558534701535,-1525.2676481861981,-2155.713339953657
patch_x3745_y8793,-1579.189230938985,1857.1145316120474,-97.03210857331942,-695.4917857339897,2732.6507087309037,-3847.7732538894406,1423.7567228614826,-1927.9713119276194
patch_x14609_y2185,-1139.7104711464208,2480.9876420611254,420.97263599249345,-218.16015887902176,3395.6872759362413,-3528.5009378792893,-3220.065541211522,-1510.4998344918913
patch_x6545_y8345,-1509.4995034756694,2612.0711282481316,-17.67251461988235,-623.4719258564583,8549.971540455574,-3792.254882489243,-3495.4900143440364,-1866.4509544301018
patch_x6657_y13273,-1756.2478208098846,2418.691436437828,1575.5249088878372,2793.1116510643024,8309.958303458165,-3948.6399646916025,-1659.1538851786672,-2100.028246717421
patch_x5761_y15401,-1309.2665783956727,2233.0722718746547,2035.2019955285068,-410.8132840514136,9009.996911367272,-3646.3732759571894,-3345.273640075029,-1670.0526315789466
patch_x8785_y8793,-1295.7621096767089,2249.911177314356,228.90908087829848,-395.40903624427665,3153.673928630522,-3637.87046231932,-3333.4363897164285,-1663.8839236455924
patch_x2961_y12041,-2102.0289087498595,2967.4424397625407,-732.2423038728884,3934.9691694320354,1898.604710164911,-4198.055831402406,-1349.796525298474,-2435.1391371510526
patch_x14161_y5209,-1132.874875868919,2488.82356835485,427.80823126999894,-211.358283223919,9062.999834537532,-3524.999779322521,-3214.8971642943834,-1504.831292066644
patch_x10913_y3865,-1108.200044135493,2526.335981463093,456.8178307403741,-184.3508357698447,3446.69008879819,-3506.9938210305627,-3196.3910404943163,-1480.323182169258
patch_x3185_y12713,-2123.8694692706586,3153.3614814237026,3210.2447181269017,1130.1502906801015,9011.997021675583,-4209.2261944168595,-3936.802714333002,-2452.3114862628263
patch_x12369_y3641,-1157.8831512744118,2454.812313803375,400.7992938320658,-237.3654548463619,3367.6857316198784,-820.4146666998331,-3232.903122586339,-1528.6725146198842
patch_x12257_y18761,-1668.3854132185807,2849.118261386493,-205.23458016109362,733.7381576902444,8826.986818156749,-3884.7855014895704,-3594.8562286218703,-2007.9977932252004
patch_x22449_y19769,-2252.412004854905,3813.636402805274,-912.4686086284901,1739.6268850685683,8909.991395951685,-4272.413770274742,-4010.327044025158,-2577.8530287984095
patch_x6993_y15961,-1294.4283349884145,2249.57773364228,4593.529668751209,-391.40793291774753,8858.988583089736,-3636.0365221229185,-704.3763250108677,-1658.7155467284565
patch_x8561_y9017,-1671.2196844312039,1710.732759571887,-219.07249255213355,-804.7219065482404,2574.6419943742767,-3906.626062010372,-3618.697451175106,-2025.003420500937
patch_x21665_y2185,-1101.1977270219559,2535.839126117182,464.653757034097,-176.94879461576602,3455.6905851855936,-3501.325278605318,-3190.5557762330345,-1473.9877523998657
patch_x21553_y2969,-1102.364779874214,2533.5050204126655,462.9865386737274,-178.34918078005103,3452.690419723127,-3502.4923314575753,-3191.722829085292,-1475.1548052521248
patch_x4529_y17305,-1624.7042921769844,2471.298615547519,-158.5524660708379,-756.9087217962169,8895.990623793503,-3868.4467615579824,-3575.349773805584,-1975.6537570340943
patch_x12257_y13609,-1808.265033653316,2332.9693469599933,-378.4585678031581,-962.5654327798329,8934.992774805582,-4002.6578395674733,-1070.4514832767336,-2150.2115193644495
patch_x7889_y12713,-1324.438265475008,2211.8985986980024,2041.329202965091,1106.624046377492,8838.987480006619,-3655.7096987752393,-3353.943175548934,-1688.8921990510871
patch_x14833_y4985,-1107.699878627388,2526.169259627053,456.8178307403723,-183.9507254371929,3446.69008879819,-3505.826768178309,-3195.557431314135,-1480.8233476773694
patch_x4865_y13833,-1485.65828092243,2643.7898115760054,3.1677148846974887,940.1918943475157,8668.978103800122,-3762.411673838684,-3464.1463091691476,919.2992829764717
patch_x5089_y9353,-1266.2523446982268,2307.4302107469903,271.0897053955632,-355.1979478126559,3212.677182725718,-3623.8658280922436,-3320.4320865055724,-1632.040052962595
patch_x21665_y18425,-2095.860200816507,4034.566598808129,3330.5199844710933,5987.284531239975,9030.998069604544,-2266.3906947108544,1076.4164191154705,-2427.97009820148
patch_x3073_y8793,-1283.9248593181055,3365.1614388567505,248.7489793666573,-375.80362994428106,3186.6757487176656,-3626.866821140903,-3322.766192210085,-1650.7128985986992
patch_x6097_y16633,-1224.0717201809557,2348.6105042480376,3012.099745808693,-314.9868593810352,3261.6798852793563,-3584.852918459671,-3278.7516274964128,-1590.8597594615467
patch_x5873_y14393,-2266.0831954099067,2736.8184633167148,741.0573883966972,5946.853726803525,7496.913463129447,-2132.994270019759,-4029.50005516937,-2580.0204126668878
patch_x5201_y10697,-1732.5733200926852,1617.7019750634427,-289.2623855235561,2788.811411507184,8953.993822734543,-3949.4735738717864,-3664.7126779212176,-2085.8568906543087
patch_x6097_y9241,-1845.6107249255228,3906.640573312534,1524.9576327591403,2679.437826365118,8772.983839832332,-4031.000551693701,-3749.9075361359382,-2193.2257530619017
patch_x10577_y11257,-1665.5511420059556,1704.7307734745682,1541.7785171207433,2674.6739750591023,8889.990292868568,-3898.1232483725016,-3609.5277501930923,-2017.5009378792874
patch_x8225_y10025,-1675.721174004194,3461.0615607748477,1824.6707772342288,2880.2448199956634,8413.964039490376,-3917.4629813527517,-3626.3666556327935,-2029.1714664018564
patch_x5873_y8233,-1309.0998565596383,2243.2423038728903,219.07249255213537,-405.611849726929,8788.984722298825,-3651.0414873662157,-3347.7744676155808,-1674.887564824011
patch_x9681_y9241,-1153.0482180293493,2462.3147964250275,404.30045238883577,-232.3640756881996,3377.686283161436,-3539.1711353856326,-3230.4022950457893,-1524.3377468829303
patch_x11697_y18761,-2014.8333885027032,2075.9003755117483,-619.8717863841994,5091.22693402346,8840.98759031493,-4142.870903674279,-3865.9459340174317,-2343.275405494868
patch_x10129_y11033,-1393.461105594175,2100.6951340615688,112.20379565265466,-499.8378330666965,8992.995973746622,-3698.0570451285457,-3399.291514950901,-1751.9130530729344
patch_x10689_y12825,-810.8693577076956,4244.168222598959,1879.0994880921498,-758.7092182931538,8484.967955435442,-3865.445768509323,-1547.4009347944339,-1980.9888557872655
